都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,39492,709649,6195,43,32336,1191
青森,2417,46208,174,4,2213,30
岩手,1502,77388,100,0,1356,46
宮城,8975,147440,208,7,8677,83
秋田,760,13808,30,1,714,16
山形,1998,60292,104,3,1849,45
福島,4643,250913,164,8,4326,153
茨城,9925,32792,336,8,9436,153
栃木,6488,268216,251,8,6159,78
群馬,7917,177391,247,15,7526,144
埼玉,44447,897578,1327,41,42320,800
千葉,37750,625967,973,22,36087,690
東京,163680,2326889,4286,60,157286,2108
神奈川,62815,945347,1902,69,60004,909
新潟,3297,149085,221,5,3036,40
富山,1922,65994,177,8,1709,36
石川,3839,101552,255,8,3472,109
福井,1054,60146,25,0,995,34
山梨,1576,44960,88,1,1469,19
長野,4875,183346,196,5,4662,85
岐阜,9108,246608,605,24,8335,168
静岡,8629,361571,581,8,7910,138
愛知,48595,731903,4007,84,43749,839
三重,5047,129213,313,10,4760,107
滋賀,5296,134269,404,14,4810,82
京都,16102,261063,633,24,15202,221
大阪,100865,1891816,7207,285,90334,2417
兵庫,40145,469607,1138,77,37793,1220
奈良,8009,154880,232,8,7659,118
和歌山,2637,40741,52,14,2485,45
鳥取,466,74560,22,0,435,2
島根,545,27832,44,3,501,0
岡山,7476,148791,578,18,6712,111
広島,10978,508069,589,22,9818,144
山口,2994,108624,257,6,2670,67
徳島,1636,59919,21,1,1552,63
香川,2037,79493,85,6,1931,26
愛媛,2726,89424,43,4,2609,74
高知,1600,10302,198,11,1381,21
福岡,34643,767820,2853,62,31233,479
佐賀,2528,51498,82,3,2456,21
長崎,2994,114434,168,4,2758,68
熊本,6340,79571,343,19,5892,105
大分,3439,151206,202,4,3182,55
宮崎,3046,43344,73,2,2937,26
鹿児島,3497,105045,273,3,3209,31
沖縄,18499,224918,2730,88,15622,153
(その他),149,-,0,-,149,-
合計,759398,14251482,40992,1120,703716,13570
