都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,10039,171282,2237,24,7546,256
青森,343,7341,63,2,274,6
岩手,220,10219,55,3,159,6
宮城,1311,20084,157,4,1144,10
秋田,90,3733,3,0,86,1
山形,177,8284,49,1,127,1
福島,541,42276,69,5,464,8
茨城,1844,17532,378,17,1443,23
栃木,749,57242,170,10,579,2
群馬,1401,39431,260,5,1106,22
埼玉,9411,249360,1553,27,7699,159
千葉,7519,174527,821,14,6605,93
東京,44003,807999,4362,55,39124,517
神奈川,13704,271058,1121,65,12368,215
新潟,359,23193,80,0,279,0
富山,462,18028,12,2,424,26
石川,874,23296,26,0,798,50
福井,322,15745,15,2,296,11
山梨,422,13750,90,0,323,9
長野,823,33920,96,3,682,6
岐阜,1260,44187,244,2,1002,14
静岡,1960,62660,628,13,1315,17
愛知,11327,143080,1922,28,9273,132
三重,957,22079,195,5,752,10
滋賀,826,29471,70,1,745,11
京都,2858,70273,288,9,2531,39
大阪,22735,353214,4230,141,18124,362
兵庫,6440,104516,805,40,5540,95
奈良,1330,35844,269,7,1048,13
和歌山,507,14226,71,4,418,7
鳥取,65,18380,8,0,56,0
島根,158,7158,9,1,149,0
岡山,666,20802,140,5,468,11
広島,1085,39067,214,6,807,7
山口,414,19028,52,3,356,2
徳島,185,7934,6,1,170,9
香川,164,18221,33,0,128,3
愛媛,349,8560,96,5,246,6
高知,246,4151,70,0,154,4
福岡,6060,211871,387,10,5564,109
佐賀,341,10620,40,0,302,2
長崎,276,28287,16,0,260,3
熊本,1094,25208,73,7,977,13
大分,408,30204,149,1,256,3
宮崎,566,10583,103,1,463,1
鹿児島,673,28667,56,1,617,13
沖縄,4585,76441,396,6,4120,74
(その他),149,-,0,-,149,-
合計,162298,3453032,22187,536,137516,2381
