都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,2559,70602,205,2,2246,108
青 森,134,3292,97,2,36,1
岩手,26,4920,3,0,23,0
宮城,529,12420,40,1,487,2
秋  田,60,2385,1,0,59,0
山形,81,5455,1,0,79,1
福島,369,25607,83,2,280,6
茨城,730,13450,30,2,682,18
栃木,471,34579,29,0,442,1
群馬,797,26713,37,4,729,19
埼玉,5426,165888,409,10,4914,103
千葉,4588,113803,337,9,4175,76
東京,29185,548184,1710,24,27038,437
神奈川,8012,181055,525,23,7333,154
新潟,180,17023,3,0,177,0
富山,422,14109,0,0,396,26
石川,795,15522,22,0,726,47
福井,256,10592,8,0,237,11
山梨,199,11267,1,0,192,6
⾧野,326,21361,7,1,318,4
岐阜,647,25188,15,1,622,10
静岡,580,40000,13,0,565,2
愛知,5700,90514,233,11,5376,91
三重,550,14854,17,0,526,7
滋賀,530,13369,15,0,506,9
京都,1931,49391,95,0,1808,28
大阪,11620,215799,444,19,10933,227
兵庫,3013,64193,116,17,2836,61
奈良,615,23410,20,2,586,9
和歌山,259,9994,11,1,241,4
鳥取,36,5559,0,0,36,0
島根,140,6049,0,0,140,0
岡山,174,8654,12,2,155,1
広島,651,25832,33,1,614,4
山口,209,11132,2,1,205,2
徳島,162,7267,10,0,140,9
香川,99,12599,4,0,93,2
愛媛,116,4258,2,0,108,6
高知,140,3588,1,0,135,4
福岡,5146,152905,63,5,4983,100
佐賀,252,6690,5,0,249,0
⾧崎,242,20984,3,0,236,3
熊本,750,18571,53,0,678,8
大分,159,19474,1,0,155,3
宮崎,366,8725,1,0,365,1
鹿児島,463,21538,18,0,463,12
沖縄,2975,48352,296,10,2628,55
(その他),149,-,0,-,149,-
合計,92819,2227116,5031,150,86100,1678
