都道府県名,陽性者数 検査人数,,%
北海道,2559,70602,3.6%
青森,134,3292,4.1%
,26,4920,0.5%
宮城,529,12420,4.3%
秋田,60,2385,2.5%
山形,81,5455,1.5%
福島,369,25607,1.4%
茨城,730,13450,5.4%
栃木,471,34579,1.4%
群馬,797,26713,3.0%
埼玉,5426,165888,3.3%
千葉,4588,113803,4.0%
東京,29185,548184,5.3%
神奈川,8012,181055,4.4%
新潟,180,17023,1.1%
富山,422,14109,3.0%
石川,795,15522,5.1%
福井,256,10592,2.4%
山梨,199,11267,1.8%
⾧野,326,21361,1.5%
岐阜,647,25188,2.6%
静岡,580,40000,1.5%
,5700,90514,6.3%
三重,550,14854,3.7%
滋賀,530,13369,4.0%
京都,1931,49391,3.9%
大阪,11620,215799,5.4%
,3013,64193,4.7%
奈良,615,23410,2.6%
和歌山,259,9994,2.6%
鳥取,36,5559,0.6%
島根,140,6049,2.3%
岡山,174,8654,2.0%
広島,651,25832,2.5%
山口,209,11132,1.9%
徳島,162,7267,2.2%
香川,99,12599,0.8%
愛媛,116,4258,2.7%
高知,140,3588,3.9%
,5146,152905,3.4%
佐賀,252,6690,3.8%
⾧崎,242,20984,1.2%
熊本,750,18571,4.0%
大分,159,19474,0.8%
宮崎,366,8725,4.2%
鹿児島,463,21538,2.1%
沖縄,2975,48352,6.2%
⾧崎船,149,0,-
合計,92819,2227116,4.2%
