都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,19472,396513,559,5,18176,693
青森,820,17718,24,0,776,20
岩手,555,27687,2,0,523,30
宮城,3768,71417,176,5,3567,25
秋田,269,7096,1,0,262,6
山形,543,27926,7,0,521,15
福島,2095,118958,204,8,1810,81
茨城,5990,25001,332,6,5542,116
栃木,4166,131011,112,1,3986,68
群馬,4601,96668,174,4,4340,87
埼玉,30057,569609,1381,39,28050,626
千葉,27237,424856,1335,22,25422,480
東京,113455,1579922,2896,52,109097,1462
神奈川,45674,612720,1016,28,43942,716
新潟,1117,45994,72,2,1030,15
富山,908,37151,10,1,870,28
石川,1877,53582,83,5,1750,62
福井,545,32615,2,0,518,25
山梨,941,27101,4,0,920,17
長野,2374,101091,18,0,2346,41
岐阜,4774,140319,125,10,4535,114
静岡,5255,206239,204,1,4953,98
愛知,26133,403390,566,29,25027,540
三重,2566,67122,107,5,2480,57
滋賀,2559,75941,153,4,2359,47
京都,9079,159089,154,2,8781,158
大阪,47670,833979,953,77,45171,1135
兵庫,18145,258819,359,37,17229,557
奈良,3404,84240,71,6,3285,48
和歌山,1167,24758,9,0,1116,18
鳥取,210,42242,2,0,203,2
島根,284,16183,1,0,283,0
岡山,2523,69524,44,1,2419,33
広島,5044,166610,34,1,4907,103
山口,1386,60724,32,0,1313,41
徳島,461,27513,26,2,420,16
香川,760,46039,16,0,726,18
愛媛,1066,34004,21,1,1021,24
高知,903,7176,19,3,866,18
福岡,18225,457619,426,17,17496,303
佐賀,1090,28814,57,1,1043,9
長崎,1612,69461,9,0,1566,37
熊本,3455,57082,32,1,3356,72
大分,1297,82536,18,0,1257,22
宮崎,1953,24794,16,1,1930,21
鹿児島,1762,68691,16,1,1746,27
沖縄,8324,149139,276,2,7933,120
(その他),149,-,0,-,149,-
合計,437720,8066683,12154,380,417018,8251
