都道府県名,陽性者数 検査人数,,%
北海道,19472,396513,4.9%
青森,820,17718,4.6%
岩手,555,27687,2.0%
宮城,3768,71417,5.3%
秋田,269,7096,3.8%
山形,543,27926,1.9%
福島,2095,118958,1.8%
茨城,5990,25001,24.0%
栃木,4166,131011,3.2%
群馬,4601,96668,4.8%
埼玉,30057,569609,5.3%
千葉,27237,424856,6.4%
東京,113455,1579922,7.2%
神奈川,45674,612720,7.5%
新潟,1117,45994,2.4%
富山,908,37151,2.4%
石川,1877,53582,3.5%
福井,545,32615,1.7%
山梨,941,27101,3.5%
長野,2374,101091,2.3%
岐阜,4774,140319,3.4%
静岡,5255,206239,2.5%
愛知,26133,403390,6.5%
三重,2566,67122,3.8%
滋賀,2559,75941,3.4%
京都,9079,159089,5.7%
大阪,47670,833979,5.7%
兵庫,18145,258819,7.0%
奈良,3404,84240,4.0%
和歌山,1167,24758,4.7%
鳥取,210,42242,0.5%
島根,284,16183,1.8%
岡山,2523,69524,3.6%
広島,5044,166610,3.0%
山口,1386,60724,2.3%
徳島,461,27513,1.7%
香川,760,46039,1.7%
愛媛,1066,34004,3.1%
高知,903,7176,12.6%
福岡,18225,457619,4.0%
佐賀,1090,28814,3.8%
長崎,1612,69461,2.3%
熊本,3455,57082,6.1%
大分,1297,82536,1.6%
宮崎,1953,24794,7.9%
鹿児島,1762,68691,2.6%
沖縄,8324,149139,5.6%
長崎船,149,0,-
合計,437720,8066683,5.4%
