都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,15106,266324,1588,12,13064,518
青森,582,11585,69,1,505,8
岩手,444,16081,70,2,349,25
宮城,2709,26860,463,9,2229,17
秋田,178,5154,27,0,150,1
山形,435,11369,59,2,365,11
福島,1299,66638,354,9,915,30
茨城,3354,20317,758,9,2555,41
栃木,2839,83675,1346,19,1493,16
群馬,3006,60650,572,12,2320,56
埼玉,18827,367445,5037,67,13535,255
千葉,15395,255252,4629,35,10614,152
東京,78566,1122820,19207,141,58655,704
神奈川,29707,399368,6054,100,23330,323
新潟,720,31768,175,1,545,3
富山,743,24786,170,2,547,26
石川,1248,34033,180,10,1041,53
福井,402,22004,40,3,349,12
山梨,774,14741,160,4,603,11
長野,1768,61266,461,8,1282,19
岐阜,3197,80274,680,18,2468,49
静岡,3507,106902,893,8,2560,54
愛知,19747,246866,3288,51,16171,288
三重,1644,32398,325,5,1297,22
滋賀,1612,44399,387,14,1209,16
京都,6079,105473,1453,16,4604,76
大阪,35842,534100,6029,172,29110,703
兵庫,12401,162297,1589,70,10528,283
奈良,2451,56489,378,9,2042,31
和歌山,798,18300,118,7,661,8
鳥取,166,28521,57,2,104,2
島根,228,10183,19,1,209,0
岡山,1929,35839,327,9,1241,15
広島,4162,97583,649,15,3236,62
山口,742,32146,149,2,584,5
徳島,268,16967,69,0,190,9
香川,460,30007,174,2,282,4
愛媛,734,16460,242,4,479,13
高知,754,6196,77,4,665,12
福岡,11757,298734,3112,19,8512,133
佐賀,672,17389,192,1,488,3
長崎,1080,46310,278,7,639,10
熊本,2504,40894,252,17,1823,35
大分,869,50887,158,6,702,9
宮崎,1381,18071,539,5,885,10
鹿児島,1301,46478,244,3,1057,14
沖縄,6037,97679,551,7,5406,85
(その他),149,-,0,-,149,-
合計,300573,5179978,63648,920,231747,4232
