都道府県名,陽性者数 検査人数,,%
北海道,15106,266324,5.7%
青森,582,11585,5.0%
岩手,444,16081,2.8%
宮城,2709,26860,10.1%
秋田,178,5154,3.5%
山形,435,11369,3.8%
福島,1299,66638,1.9%
茨城,3354,20317,16.5%
栃木,2839,83675,3.4%
群馬,3006,60650,5.0%
埼玉,18827,367445,5.1%
千葉,15395,255252,6.0%
東京,78566,1122820,7.0%
神奈川,29707,399368,7.4%
新潟,720,31768,2.3%
富山,743,24786,3.0%
石川,1248,34033,3.7%
福井,402,22004,1.8%
山梨,774,14741,5.3%
長野,1768,61266,2.9%
岐阜,3197,80274,4.0%
静岡,3507,106902,3.3%
愛知,19747,246866,8.0%
三重,1644,32398,5.1%
滋賀,1612,44399,3.6%
京都,6079,105473,5.8%
大阪,35842,534100,6.7%
兵庫,12401,162297,7.6%
奈良,2451,56489,4.3%
和歌山,798,18300,4.4%
鳥取,166,28521,0.6%
島根,228,10183,2.2%
岡山,1929,35839,5.4%
広島,4162,97583,4.3%
山口,742,32146,2.3%
徳島,268,16967,1.6%
香川,460,30007,1.5%
愛媛,734,16460,4.5%
高知,754,6196,12.2%
福岡,11757,298734,3.9%
佐賀,672,17389,3.9%
長崎,1080,46310,2.3%
熊本,2504,40894,6.1%
大分,869,50887,1.7%
宮崎,1381,18071,7.6%
鹿児島,1301,46478,2.8%
沖縄,6037,97679,6.2%
長崎船,149,0,-
合計,300573,5179978,5.8%
