都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,42279,818310,691,9,40105,1417
青森,2572,53666,37,0,2504,31
岩手,1845,90815,104,1,1694,47
宮城,9530,166030,277,3,9135,91
秋田,972,16564,48,1,904,20
山形,2084,68632,52,0,1985,47
福島,5171,296849,167,7,4843,161
茨城,11083,34230,367,4,10550,166
栃木,7385,316718,222,10,7080,83
群馬,8134,203483,72,0,7908,154
埼玉,49395,1023544,2358,23,46195,842
千葉,43320,736849,1790,16,40805,725
東京,188108,2670446,8764,59,177075,2269
神奈川,72653,1100250,3145,32,68538,970
新潟,3566,182434,125,1,3387,54
富山,2079,77808,29,2,2012,38
石川,4189,129081,223,1,3847,115
福井,1416,74033,72,0,1308,36
山梨,2176,65656,47,0,2108,21
長野,5081,216101,31,1,5032,94
岐阜,9560,283832,91,3,9282,187
静岡,9807,429699,377,4,9277,153
愛知,51945,876763,707,11,50244,994
三重,5456,152748,158,3,5324,113
滋賀,5681,161548,97,2,5494,90
京都,17018,297264,230,3,16487,249
大阪,106484,2313597,2337,108,100611,2707
兵庫,41621,532968,505,15,39806,1310
奈良,8575,178273,177,1,8266,132
和歌山,2730,42861,28,0,2594,49
鳥取,562,88841,49,0,475,2
島根,576,32936,18,0,556,2
岡山,7677,174589,39,1,7472,127
広島,11639,570271,83,4,11367,178
山口,3191,126574,33,1,3078,80
徳島,1692,68242,32,0,1597,63
香川,2129,90327,25,0,2078,31
愛媛,2788,100668,35,2,2678,75
高知,1945,58831,71,1,1845,29
福岡,36306,874980,554,9,35167,526
佐賀,2594,60178,22,0,2582,24
長崎,3264,130924,49,0,3148,69
熊本,6516,82787,31,2,6366,119
大分,3523,178116,28,0,3431,64
宮崎,3118,44922,11,0,3066,27
鹿児島,3770,114823,55,0,3708,39
沖縄,21742,266892,658,38,20875,215
(その他),149,-,0,-,149,-
合計,835096,16675953,25121,378,794038,15035
