都道府県名,陽性者数 検査人数,,%
北海道,1081,13628,7.9%
青森,27,850,3.2%
岩手,0,662,0.0%
宮城,88,2923,3.0%
秋田,16,933,1.7%
山形,69,2656,2.6%
福島,81,4431,1.8%
茨城,168,4628,3.6%
栃木,65,3843,1.7%
群馬,149,3632,4.1%
埼玉,1003,20686,4.8%
千葉,907,14547,6.2%
東京,5231,15005,34.9%
神奈川,1359,9446,14.4%
新潟,83,4174,2.0%
富山,227,3144,7.2%
石川,298,2713,11.0%
福井,122,2619,4.7%
山梨,64,3877,1.7%
長野,76,2701,2.8%
岐阜,150,3600,4.2%
静岡,76,3517,2.2%
愛知,507,9970,5.1%
三重,45,2495,1.8%
滋賀,100,1852,5.4%
京都,358,7933,4.5%
大阪,1782,30951,5.8%
兵庫,699,11067,6.3%
奈良,92,2545,3.6%
和歌山,63,3684,1.7%
鳥取,3,1336,0.2%
島根,24,1121,2.1%
岡山,25,1698,1.5%
広島,167,6907,2.4%
山口,37,1696,2.2%
徳島,5,739,0.7%
香川,28,2178,1.3%
愛媛,82,2074,4.0%
高知,74,1785,4.1%
福岡,729,12444,5.9%
佐賀,47,1410,3.3%
長崎,17,2754,0.6%
熊本,48,3911,1.2%
大分,60,3980,1.5%
宮崎,17,1368,1.2%
鹿児島,10,1859,0.5%
沖縄,142,2852,5.0%
長崎船,149,-,-
合計,16650,244824,6.8%
