都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,18814,368319,700,10,17423,656
青森,812,17021,60,1,733,19
岩手,553,23832,31,1,492,30
宮城,3561,65804,100,4,3437,24
秋田,269,6949,8,0,255,6
山形,537,17066,15,0,507,15
福島,1872,105311,90,5,1716,66
茨城,5582,24712,359,12,5120,103
栃木,4037,121978,183,8,3789,65
群馬,4375,88125,185,6,4107,83
埼玉,28655,529187,1744,39,26390,521
千葉,25577,385826,2074,21,23108,395
東京,109734,1479717,4152,82,104317,1265
神奈川,44085,565643,1168,38,42269,648
新潟,1032,42311,83,1,935,14
富山,898,34876,21,3,850,27
石川,1791,48335,217,4,1561,61
福井,542,30824,15,0,502,25
山梨,934,24827,20,2,899,16
長野,2358,94428,22,0,2327,41
岐阜,4666,127824,183,9,4380,103
静岡,5003,176824,242,1,4669,92
愛知,25537,371954,927,29,24108,502
三重,2476,60178,179,10,2249,48
滋賀,2384,67496,134,6,2207,43
京都,8975,149842,437,2,8408,149
大阪,46581,756909,1366,107,43706,1089
兵庫,17779,238458,616,49,16658,505
奈良,3335,78866,131,4,3159,45
和歌山,1159,24211,24,2,1094,17
鳥取,208,38963,3,0,200,2
島根,281,14340,4,0,277,0
岡山,2466,63400,89,3,2340,29
広島,4996,149875,84,7,4803,101
山口,1369,55951,90,1,1244,35
徳島,447,25402,40,1,391,16
香川,742,43531,40,1,684,18
愛媛,1050,31206,40,1,987,23
高知,884,7091,8,1,859,17
福岡,17787,427846,1004,25,16519,264
佐賀,1012,26704,26,0,1000,7
長崎,1590,65467,45,1,1508,36
熊本,3432,56482,69,7,3299,72
大分,1285,76372,59,0,1206,20
宮崎,1943,24614,42,0,1865,21
鹿児島,1745,65178,76,5,1668,24
沖縄,8083,141275,282,1,7692,114
(その他),149,-,0,-,149,-
合計,423382,7441350,17487,510,398066,7472
