都道府県名,陽性者数 検査人数,,%
北海道,18814,368319,5.1%
青森,812,17021,4.8%
岩手,553,23832,2.3%
宮城,3561,65804,5.4%
秋田,269,6949,3.9%
山形,537,17066,3.1%
福島,1872,105311,1.8%
茨城,5582,24712,22.6%
栃木,4037,121978,3.3%
群馬,4375,88125,5.0%
埼玉,28655,529187,5.4%
千葉,25577,385826,6.6%
東京,109734,1479717,7.4%
神奈川,44085,565643,7.8%
新潟,1032,42311,2.4%
富山,898,34876,2.6%
石川,1791,48335,3.7%
福井,542,30824,1.8%
山梨,934,24827,3.8%
長野,2358,94428,2.5%
岐阜,4666,127824,3.7%
静岡,5003,176824,2.8%
愛知,25537,371954,6.9%
三重,2476,60178,4.1%
滋賀,2384,67496,3.5%
京都,8975,149842,6.0%
大阪,46581,756909,6.2%
兵庫,17779,238458,7.5%
奈良,3335,78866,4.2%
和歌山,1159,24211,4.8%
鳥取,208,38963,0.5%
島根,281,14340,2.0%
岡山,2466,63400,3.9%
広島,4996,149875,3.3%
山口,1369,55951,2.4%
徳島,447,25402,1.8%
香川,742,43531,1.7%
愛媛,1050,31206,3.4%
高知,884,7091,12.5%
福岡,17787,427846,4.2%
佐賀,1012,26704,3.8%
長崎,1590,65467,2.4%
熊本,3432,56482,6.1%
大分,1285,76372,1.7%
宮崎,1943,24614,7.9%
鹿児島,1745,65178,2.7%
沖縄,8083,141275,5.7%
長崎船,149,0,-
合計,423382,7441350,5.7%
