都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,41875,804050,602,11,39843,1412
青森,2541,52766,25,0,2485,31
岩手,1800,89320,104,1,1649,47
宮城,9332,162859,170,3,9062,91
秋田,941,16364,40,2,881,20
山形,2067,68161,45,1,1975,47
福島,5099,291810,182,4,4756,161
茨城,10857,33967,256,5,10435,166
栃木,7252,313112,166,10,7004,82
群馬,8091,200546,50,3,7887,154
埼玉,48038,1003559,1438,23,45762,838
千葉,42158,723222,1380,16,40060,718
東京,182140,2619142,6164,55,173720,2256
神奈川,70596,1080711,2418,38,67214,964
新潟,3491,178552,83,0,3354,54
富山,2059,76500,21,2,2000,38
石川,4045,126689,101,1,3825,115
福井,1393,72719,98,1,1260,35
山梨,2160,62325,49,0,2090,21
長野,5063,213755,36,0,5011,93
岐阜,9503,278405,61,5,9255,187
静岡,9616,421546,292,6,9172,152
愛知,51623,860388,650,15,49990,983
三重,5349,148938,92,3,5283,113
滋賀,5631,158701,72,2,5469,90
京都,16832,292343,188,4,16377,247
大阪,104954,2264070,1605,118,99855,2693
兵庫,41289,523635,337,16,39642,1310
奈良,8473,175528,126,7,8215,132
和歌山,2712,42554,18,1,2587,49
鳥取,495,86141,22,0,464,2
島根,561,32023,8,0,551,2
岡山,7622,168599,22,1,7455,126
広島,11583,565038,79,7,11316,176
山口,3175,124469,37,1,3058,80
徳島,1666,66709,11,0,1592,63
香川,2119,88739,24,1,2069,31
愛媛,2758,98769,5,2,2678,75
高知,1898,11862,65,4,1806,27
福岡,35974,858529,428,9,34977,525
佐賀,2571,58912,15,0,2568,24
長崎,3229,128782,36,0,3124,69
熊本,6500,82540,26,1,6355,119
大分,3505,174270,19,0,3422,64
宮崎,3111,44796,17,0,3057,27
鹿児島,3740,113826,53,1,3683,39
沖縄,21377,260219,618,44,20559,206
(その他),149,-,0,-,149,-
合計,819013,16320460,18354,424,785001,14954
