都道府県名,陽性者数 検査人数,,%
北海道,1579,34341,4.6%
青森,32,1610,2.0%
岩手,7,1969,0.4%
宮城,182,6857,2.7%
秋田,36,1415,2.5%
山形,76,2984,2.5%
福島,100,11259,0.9%
茨城,416,8827,4.7%
栃木,261,16961,1.5%
群馬,244,9784,2.5%
埼玉,3001,84977,3.5%
千葉,2258,41138,5.5%
東京,16474,239875,6.9%
神奈川,3398,47699,7.1%
新潟,129,7595,1.7%
富山,293,6409,4.6%
石川,399,3734,10.7%
福井,154,5684,2.7%
山梨,133,8294,1.6%
⾧野,139,10103,1.4%
岐阜,484,14247,3.4%
静岡,382,17599,2.2%
愛知,3306,34291,9.6%
三重,249,6940,3.6%
滋賀,311,6328,4.9%
京都,1001,22826,4.4%
大阪,6178,96375,6.4%
兵庫,1692,33215,5.1%
奈良,341,11572,2.9%
和歌山,186,7093,2.6%
鳥取,21,4221,0.5%
島根,130,3577,3.6%
岡山,117,3607,3.2%
広島,423,15001,2.8%
山口,78,4773,1.6%
徳島,62,3053,2.0%
香川,60,6063,1.0%
愛媛,107,3311,3.2%
高知,83,2404,3.5%
福岡,3138,32268,9.7%
佐賀,174,3635,4.8%
⾧崎,170,9897,1.7%
熊本,371,8346,4.4%
大分,93,8260,1.1%
宮崎,243,6485,3.7%
鹿児島,277,12432,2.2%
沖縄,1307,16497,7.9%
⾧崎船,149,0,-
合計,50444,945831,5.3%
