都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1579,34341,153,3,1323,103
青 森,32,1610,2,0,29,1
岩手,7,1969,6,0,1,0
宮城,182,6857,19,1,162,1
秋  田,36,1415,15,0,20,0
山形,76,2984,1,0,75,1
福島,100,11259,12,0,88,0
茨城,416,8827,101,1,305,10
栃木,261,16961,45,3,187,0
群馬,244,9784,54,0,171,19
埼玉,3001,84977,538,8,2383,80
千葉,2258,41138,525,5,1678,55
東京,16474,239875,3612,21,12526,336
神奈川,3398,47699,562,15,2732,104
新潟,129,7595,12,0,116,0
富山,293,6409,44,0,227,22
石川,399,3734,78,2,293,28
福井,154,5684,14,1,132,8
山梨,133,8294,30,0,102,1
⾧野,139,10103,35,0,104,-
岐阜,484,14247,123,3,354,7
静岡,382,17599,84,2,297,1
愛知,3306,34291,1746,14,1518,37
三重,249,6940,147,2,99,1
滋賀,311,6328,122,3,186,3
京都,1001,22826,187,4,793,21
大阪,6178,96375,1671,55,4406,98
兵庫,1692,33215,276,13,1369,47
奈良,341,11572,79,1,260,2
和歌山,186,7093,18,4,162,4
鳥取,21,4221,16,0,5,0
島根,130,3577,94,0,33,0
岡山,117,3607,27,-,84,-
広島,423,15001,89,1,328,3
山口,78,4773,25,0,53,0
徳島,62,3053,38,0,17,1
香川,60,6063,13,1,47,0
愛媛,107,3311,14,1,88,5
高知,83,2404,2,0,78,3
福岡,3138,32268,1280,21,1820,38
佐賀,174,3635,72,0,105,0
⾧崎,170,9897,34,-,36,3
熊本,371,8346,128,2,158,5
大分,93,8260,27,0,65,1
宮崎,243,6485,103,2,140,0
鹿児島,277,12432,37,2,229,3
沖縄,1307,16497,976,12,325,10
(その他),149,-,0,-,149,-
合計,50444,945831,13286,203,35858,1062
