都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,2075,56568,126,0,1842,107
青 森,36,2414,1,0,34,1
岩手,23,4168,0,0,23,0
宮城,397,10218,47,1,348,2
秋  田,53,2131,0,0,53,0
山形,78,5149,2,1,76,1
福島,251,19863,39,3,209,3
茨城,652,12436,34,4,601,17
栃木,428,30149,48,1,379,1
群馬,699,20615,69,1,611,19
埼玉,4624,142930,260,7,4262,102
千葉,3862,87562,285,6,3506,71
東京,25547,449937,2184,23,22956,407
神奈川,6819,151103,515,22,6167,137
新潟,170,15290,10,0,160,0
富山,417,12090,9,0,383,25
石川,776,12853,46,0,683,47
福井,244,9734,2,1,229,11
山梨,183,10602,5,2,172,6
長野,305,18821,4,0,306,1
岐阜,623,22525,28,2,585,10
静岡,534,34154,16,1,516,2
愛知,5309,75800,349,16,4877,83
三重,502,12476,84,3,411,7
滋賀,501,11797,28,0,465,8
京都,1739,41975,64,2,1650,25
大阪,10534,182508,537,27,9784,204
兵庫,2684,55781,103,8,2522,59
奈良,568,20292,18,0,541,9
和歌山,241,9256,5,0,229,4
鳥取,36,5453,6,0,30,0
島根,140,5734,3,0,137,0
岡山,154,8110,1,-,147,-
広島,548,20707,61,2,469,3
山口,201,9714,9,1,190,2
徳島,147,6884,9,0,126,9
香川,93,10637,3,0,88,2
愛媛,114,4060,0,0,108,6
高知,138,3463,1,0,133,4
福岡,5028,130848,95,10,4837,96
佐賀,245,5935,2,0,245,0
長崎,236,18248,2,0,231,3
熊本,573,16349,6,0,559,8
大分,158,16725,3,0,153,2
宮崎,344,8572,1,0,343,1
鹿児島,415,18871,34,0,378,12
沖縄,2460,38566,170,7,2248,46
(その他),149,-,0,-,149,-
合計,82053,1870073,5324,151,75151,1563
