都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,7163,128775,2214,19,4800,149
青 森,281,6373,19,2,256,6
岩手,137,7787,90,1,50,1
宮城,1100,18124,190,8,901,9
秋  田,74,3155,6,1,68,0
山形,109,7236,20,0,89,1
福島,478,37883,61,4,411,6
茨城,1284,15503,305,6,960,19
栃木,573,51197,73,6,500,2
群馬,1045,34203,99,1,925,21
埼玉,7704,217890,1079,19,6493,132
千葉,6447,155589,822,9,5539,86
東京,38022,707444,3948,41,33595,479
神奈川,11414,234414,1207,44,10022,185
新潟,313,21125,102,1,211,0
富山,446,16124,21,0,399,26
石川,835,20711,8,0,778,49
福井,303,13642,31,0,261,11
山梨,298,12801,50,2,241,7
⾧野,618,27741,177,0,440,6
岐阜,932,31534,143,1,776,13
静岡,1111,51416,339,3,768,4
愛知,8819,125338,1580,18,7133,106
三重,732,18271,130,5,595,7
滋賀,740,25153,92,0,639,9
京都,2409,60062,214,3,2160,35
大阪,17930,296260,3181,98,14452,278
兵庫,4775,86024,698,27,3998,79
奈良,1010,29663,204,5,795,11
和歌山,395,12428,73,4,312,4
鳥取,53,15397,7,0,46,0
島根,142,6498,1,0,141,0
岡山,508,17220,109,3,310,11
広島,750,31670,59,0,687,6
山口,356,13795,120,2,230,2
徳島,179,7750,8,2,161,9
香川,131,15835,21,0,108,2
愛媛,234,5534,112,2,116,6
高知,148,3729,4,0,140,4
福岡,5552,190077,187,3,5259,106
佐賀,293,8901,16,0,278,1
⾧崎,254,25798,14,0,243,3
熊本,970,23064,73,2,872,12
大分,223,25048,57,0,163,3
宮崎,433,8918,61,0,372,1
鹿児島,592,25683,48,0,537,13
沖縄,4015,67667,319,3,3633,68
(その他),149,-,0,-,149,-
合計,132479,2966450,18392,345,112012,1988
