都道府県名,陽性者数 検査人数,,%
北海道,7163,128775,5.6%
青森,281,6373,4.4%
,137,7787,1.8%
宮城,1100,18124,6.1%
秋田,74,3155,2.3%
山形,109,7236,1.5%
福島,478,37883,1.3%
茨城,1284,15503,8.3%
栃木,573,51197,1.1%
群馬,1045,34203,3.1%
埼玉,7704,217890,3.5%
千葉,6447,155589,4.1%
東京,38022,707444,5.4%
神奈川,11414,234414,4.9%
新潟,313,21125,1.5%
富山,446,16124,2.8%
石川,835,20711,4.0%
福井,303,13642,2.2%
山梨,298,12801,2.3%
⾧野,618,27741,2.2%
岐阜,932,31534,3.0%
静岡,1111,51416,2.2%
,8819,125338,7.0%
三重,732,18271,4.0%
滋賀,740,25153,2.9%
京都,2409,60062,4.0%
大阪,17930,296260,6.1%
,4775,86024,5.6%
奈良,1010,29663,3.4%
和歌山,395,12428,3.2%
鳥取,53,15397,0.3%
島根,142,6498,2.2%
岡山,508,17220,3.0%
広島,750,31670,2.4%
山口,356,13795,2.6%
徳島,179,7750,2.3%
香川,131,15835,0.8%
愛媛,234,5534,4.2%
高知,148,3729,4.0%
,5552,190077,2.9%
佐賀,293,8901,3.3%
⾧崎,254,25798,1.0%
熊本,970,23064,4.2%
大分,223,25048,0.9%
宮崎,433,8918,4.9%
鹿児島,592,25683,2.3%
沖縄,4015,67667,5.9%
⾧崎船,149,0,-
合計,132479,2966450,4.5%
