都道府県名,陽性者数 検査人数,,%
北海道,18578,354325,5.2%
青森,810,16832,4.8%
岩手,530,22688,2.3%
宮城,3513,49755,7.1%
秋田,269,6948,3.9%
山形,534,16641,3.2%
福島,1842,99503,1.9%
茨城,5411,24547,22.0%
栃木,3981,118415,3.4%
群馬,4296,85897,5.0%
埼玉,27971,512823,5.5%
千葉,24865,375700,6.6%
東京,107959,1446004,7.5%
神奈川,43468,554397,7.8%
新潟,1011,40854,2.5%
富山,892,34172,2.6%
石川,1714,46541,3.7%
福井,531,29374,1.8%
山梨,929,23510,4.0%
長野,2349,93037,2.5%
岐阜,4616,122570,3.8%
静岡,4870,170779,2.9%
愛知,25247,362781,7.0%
三重,2408,56417,4.3%
滋賀,2332,65277,3.6%
京都,8923,146640,6.1%
大阪,46114,729496,6.3%
兵庫,17540,229485,7.6%
奈良,3285,76800,4.3%
和歌山,1153,23945,4.8%
鳥取,207,38087,0.5%
島根,280,14340,2.0%
岡山,2454,60138,4.1%
広島,4961,139356,3.6%
山口,1361,52858,2.6%
徳島,434,24327,1.8%
香川,726,41803,1.7%
愛媛,1029,29650,3.5%
高知,882,7052,12.5%
福岡,17442,414011,4.2%
佐賀,995,26279,3.8%
長崎,1585,63696,2.5%
熊本,3418,55943,6.1%
大分,1267,73713,1.7%
宮崎,1937,24572,7.9%
鹿児島,1738,63634,2.7%
沖縄,8008,138879,5.8%
長崎船,149,0,-
合計,416814,7204491,5.8%
