都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,42095,813171,636,10,40014,1415
青森,2561,53400,31,0,2499,31
岩手,1826,90109,102,1,1677,47
宮城,9448,164771,218,2,9110,91
秋田,955,16461,40,1,895,20
山形,2075,68524,47,2,1981,47
福島,5141,294879,169,5,4811,161
茨城,10978,34183,313,5,10499,166
栃木,7311,315229,169,10,7060,82
群馬,8113,202894,67,3,7892,154
埼玉,48788,1016085,1953,24,45995,840
千葉,42799,730704,1568,17,40509,722
東京,185427,2652387,7466,57,175695,2266
神奈川,71668,1095923,2667,32,68033,968
新潟,3534,181063,104,0,3376,54
富山,2072,77537,27,2,2007,38
石川,4115,127859,155,1,3841,115
福井,1409,73841,81,0,1293,35
山梨,2175,62325,51,0,2103,21
長野,5071,215578,28,0,5026,94
岐阜,9536,281983,78,3,9271,187
静岡,9742,427835,359,4,9230,153
愛知,51806,872844,679,14,50136,991
三重,5403,148938,122,3,5307,113
滋賀,5662,160382,96,2,5476,90
京都,16928,295377,204,3,16444,248
大阪,105850,2289605,2003,108,100326,2700
兵庫,41463,529482,395,13,39758,1310
奈良,8536,177590,162,2,8242,132
和歌山,2722,42713,24,0,2591,49
鳥取,521,87294,31,0,472,2
島根,565,32936,11,0,552,2
岡山,7657,168599,22,1,7455,127
広島,11612,568107,75,4,11352,177
山口,3181,126574,26,1,3075,80
徳島,1675,67657,17,0,1595,63
香川,2124,89695,27,0,2071,31
愛媛,2777,98925,24,2,2678,75
高知,1923,58744,63,1,1831,29
福岡,36189,869325,500,9,35093,526
佐賀,2581,59733,12,0,2576,24
長崎,3244,130125,35,0,3141,69
熊本,6508,82659,27,1,6362,119
大分,3514,176734,19,0,3431,64
宮崎,3118,44910,18,0,3062,27
鹿児島,3753,114372,49,0,3698,39
沖縄,21585,265983,585,33,20791,215
(その他),149,-,0,-,149,-
合計,827885,16556044,21555,376,790481,15009
