都道府県名,陽性者数 検査人数,,%
北海道,18901,370987,5.1%
青森,813,17120,4.7%
岩手,553,24184,2.3%
宮城,3568,66457,5.4%
秋田,269,7031,3.8%
山形,537,17236,3.1%
福島,1885,106514,1.8%
茨城,5611,24833,22.6%
栃木,4048,122494,3.3%
群馬,4402,89498,4.9%
埼玉,28861,533758,5.4%
千葉,25766,391887,6.6%
東京,110187,1490491,7.4%
神奈川,44278,571658,7.7%
新潟,1041,42636,2.4%
富山,903,35301,2.6%
石川,1811,48841,3.7%
福井,542,31484,1.7%
山梨,935,24827,3.8%
長野,2358,95860,2.5%
岐阜,4687,129688,3.6%
静岡,5046,179607,2.8%
愛知,25599,377566,6.8%
三重,2486,60178,4.1%
滋賀,2411,71346,3.4%
京都,9017,151641,5.9%
大阪,46779,763271,6.1%
兵庫,17820,240694,7.4%
奈良,3341,79558,4.2%
和歌山,1160,24272,4.8%
鳥取,208,39407,0.5%
島根,282,15115,1.9%
岡山,2472,63400,3.9%
広島,5004,149875,3.3%
山口,1370,55951,2.4%
徳島,447,25617,1.7%
香川,747,43673,1.7%
愛媛,1055,31271,3.4%
高知,884,7091,12.5%
福岡,17845,431524,4.1%
佐賀,1028,27079,3.8%
長崎,1608,66043,2.4%
熊本,3437,56482,6.1%
大分,1288,77318,1.7%
宮崎,1946,24645,7.9%
鹿児島,1754,66182,2.7%
沖縄,8109,142263,5.7%
長崎船,149,0,-
合計,425248,7513854,5.7%
