都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,18901,370987,706,8,17527,665
青森,813,17120,42,0,752,19
岩手,553,24184,30,1,493,30
宮城,3568,66457,95,3,3448,25
秋田,269,7031,6,0,257,6
山形,537,17236,11,0,511,15
福島,1885,106514,88,7,1728,69
茨城,5611,24833,339,12,5169,103
栃木,4048,122494,173,8,3810,65
群馬,4402,89498,177,6,4142,83
埼玉,28861,533758,1659,36,26674,528
千葉,25766,391887,1807,21,23543,416
東京,110187,1490491,3775,77,105127,1285
神奈川,44278,571658,1134,37,42489,655
新潟,1041,42636,82,1,945,14
富山,903,35301,23,3,853,27
石川,1811,48841,197,3,1589,61
福井,542,31484,14,0,503,25
山梨,935,24827,14,2,906,16
長野,2358,95860,17,0,2332,41
岐阜,4687,129688,181,9,4400,106
静岡,5046,179607,241,1,4709,93
愛知,25599,377566,827,31,24262,510
三重,2486,60178,143,8,2292,51
滋賀,2411,71346,135,6,2232,44
京都,9017,151641,437,2,8445,153
大阪,46779,763271,1217,100,44047,1097
兵庫,17820,240694,561,49,16753,506
奈良,3341,79558,116,4,3180,45
和歌山,1160,24272,17,2,1102,17
鳥取,208,39407,3,0,200,2
島根,282,15115,3,0,279,0
岡山,2472,63400,89,3,2340,29
広島,5004,149875,69,6,4823,101
山口,1370,55951,74,1,1260,36
徳島,447,25617,40,1,395,16
香川,747,43673,38,1,691,18
愛媛,1055,31271,38,1,994,23
高知,884,7091,4,1,863,17
福岡,17845,431524,913,24,16659,273
佐賀,1028,27079,38,0,1003,8
長崎,1608,66043,40,1,1526,36
熊本,3437,56482,64,7,3299,72
大分,1288,77318,53,0,1214,21
宮崎,1946,24645,36,0,1876,21
鹿児島,1754,66182,61,3,1686,25
沖縄,8109,142263,282,1,7718,114
(その他),149,-,0,-,149,-
合計,425248,7513854,16109,487,401195,7582
