都道府県名,陽性者数 検査人数,,%
北海道,39759,714240,5.6%
青森,2436,46908,5.2%
岩手,1516,77907,1.9%
宮城,8986,148342,6.1%
秋田,760,14010,5.4%
山形,2000,61390,3.3%
福島,4662,253131,1.8%
茨城,9963,32844,30.3%
栃木,6537,268857,2.4%
群馬,7934,180183,4.4%
埼玉,44574,904088,4.9%
千葉,37899,633625,6.0%
東京,164284,2347452,7.0%
神奈川,63167,959267,6.6%
新潟,3305,151272,2.2%
富山,1936,67184,2.9%
石川,3851,102281,3.8%
福井,1055,60805,1.7%
山梨,1684,44960,3.7%
長野,4886,187215,2.6%
岐阜,9156,249584,3.7%
静岡,8683,368461,2.4%
愛知,48860,746876,6.5%
三重,5072,129213,3.9%
滋賀,5328,136854,3.9%
京都,16156,261871,6.2%
大阪,101123,1904431,5.3%
兵庫,40225,473087,8.5%
奈良,8026,156947,5.1%
和歌山,2640,40854,6.5%
鳥取,466,75015,0.6%
島根,547,27832,2.0%
岡山,7496,148791,5.0%
広島,11048,513008,2.2%
山口,3019,108624,2.8%
徳島,1636,60389,2.7%
香川,2042,79728,2.6%
愛媛,2732,89562,3.1%
高知,1617,10412,15.5%
福岡,34727,773673,4.5%
佐賀,2533,51818,4.9%
長崎,3013,115453,2.6%
熊本,6354,79650,8.0%
大分,3443,152948,2.3%
宮崎,3048,43464,7.0%
鹿児島,3518,105703,3.3%
沖縄,18762,228548,8.2%
長崎船,149,0,-
合計,762613,14388757,5.3%
