都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,21512,466237,872,19,19846,768
青森,1131,26925,174,0,937,20
岩手,732,48763,123,1,579,30
宮城,6813,99172,1405,12,5369,39
秋田,319,8015,39,2,274,6
山形,1129,38451,236,2,876,17
福島,2721,159214,308,12,2296,117
茨城,6993,27318,310,3,6555,128
栃木,4850,179375,242,3,4538,70
群馬,5191,118563,229,4,4861,101
埼玉,33920,672633,1596,34,31610,714
千葉,30373,493846,1037,13,28753,583
東京,124450,1821744,3924,41,118732,1794
神奈川,49068,724492,1115,22,47161,792
新潟,1653,88913,247,2,1388,18
富山,1001,43461,73,1,899,29
石川,1992,62403,92,1,1833,65
福井,639,38178,73,1,539,27
山梨,1001,32134,36,1,946,19
長野,3069,124647,278,0,2760,42
岐阜,5074,165762,167,3,4778,129
静岡,5892,258463,227,0,5545,120
愛知,28168,484046,1110,8,26462,596
三重,2924,79034,241,5,2695,72
滋賀,2924,91115,202,3,2664,58
京都,9937,183888,532,4,9253,173
大阪,57531,1118701,6792,167,49046,1202
兵庫,21536,312596,2147,78,18791,598
奈良,4276,102793,635,7,3586,55
和歌山,1454,28001,200,8,1210,18
鳥取,284,51512,68,0,207,2
島根,291,18477,6,0,285,0
岡山,2830,81422,82,3,2575,36
広島,5228,188023,99,1,5017,106
山口,1448,71202,40,0,1368,43
徳島,639,33954,144,3,474,21
香川,955,54174,170,0,769,19
愛媛,1627,43153,470,6,1133,24
高知,945,7528,36,1,890,19
福岡,19253,525072,396,6,18523,334
佐賀,1244,33294,63,0,1187,13
長崎,1648,79798,21,0,1588,39
熊本,3530,58603,34,2,3422,74
大分,1333,96288,29,1,1282,22
宮崎,1971,24946,12,0,1930,22
鹿児島,1886,75535,67,0,1803,28
沖縄,10194,171448,963,3,9108,129
(その他),149,-,0,-,149,-
合計,493728,9713312,27362,483,456492,9331
