都道府県名,陽性者数 検査人数,,%
北海道,1006,10485,9.6%
青森,27,800,3.4%
岩手,0,465,0.0%
宮城,88,2511,3.5%
秋田,16,905,1.8%
山形,69,2560,2.7%
福島,81,2827,2.9%
茨城,168,4202,4.0%
栃木,60,2888,2.1%
群馬,147,3284,4.5%
埼玉,988,15507,6.4%
千葉,898,12773,7.0%
東京,5055,14010,36.1%
神奈川,1251,7931,15.8%
新潟,83,3710,2.2%
富山,225,2935,7.7%
石川,287,2448,11.7%
福井,122,2297,5.3%
山梨,57,3205,1.8%
⾧野,76,2324,3.3%
岐阜,150,3059,4.9%
静岡,73,3290,2.2%
愛知,504,8963,5.6%
三重,45,2347,1.9%
滋賀,99,1596,6.2%
京都,358,6285,5.7%
大阪,1768,25638,6.9%
兵庫,699,10062,6.9%
奈良,90,2383,3.8%
和歌山,63,3529,1.8%
鳥取,3,1247,0.2%
島根,24,993,2.4%
岡山,25,1555,1.6%
広島,165,6320,2.6%
山口,37,1598,2.3%
徳島,5,669,0.7%
香川,28,1983,1.4%
愛媛,71,1600,4.4%
高知,74,1681,4.4%
福岡,657,11443,5.7%
佐賀,47,1317,3.6%
⾧崎,17,2552,0.7%
熊本,48,3725,1.3%
大分,60,3677,1.6%
宮崎,17,1290,1.3%
鹿児島,10,1616,0.6%
沖縄,142,2724,5.2%
その他,149,623,23.9%
合計,16132,211832,7.6%
