都道府県名,陽性者数 検査人数,,%
北海道,17840,330654,5.4%
青森,736,13540,5.4%
岩手,509,20679,2.5%
宮城,3440,48777,7.1%
秋田,267,6741,4.0%
山形,516,15497,3.3%
福島,1759,89071,2.0%
茨城,4978,23626,21.1%
栃木,3830,109271,3.5%
群馬,4022,78273,5.1%
埼玉,26091,471071,5.5%
千葉,23150,338727,6.8%
東京,102200,1356692,7.5%
神奈川,41628,513676,8.1%
新潟,941,37633,2.5%
富山,876,32089,2.7%
石川,1494,42124,3.5%
福井,519,27716,1.9%
山梨,907,14741,6.2%
長野,2319,85788,2.7%
岐阜,4347,108699,4.0%
静岡,4672,152937,3.1%
愛知,24316,330276,7.4%
三重,2285,46585,4.9%
滋賀,2200,60561,3.6%
京都,8609,136005,6.3%
大阪,44562,670804,6.6%
兵庫,16782,209193,8.0%
奈良,3148,71540,4.4%
和歌山,1091,22310,4.9%
鳥取,204,35796,0.6%
島根,273,12166,2.2%
岡山,2375,51686,4.6%
広島,4856,120841,4.0%
山口,1279,49814,2.6%
徳島,392,22592,1.7%
香川,678,38795,1.7%
愛媛,1000,25725,3.9%
高知,852,6949,12.3%
福岡,16434,381862,4.3%
佐賀,970,24461,4.0%
長崎,1540,58931,2.6%
熊本,3368,54519,6.2%
大分,1206,66669,1.8%
宮崎,1873,23910,7.8%
鹿児島,1640,57727,2.8%
沖縄,7749,129649,6.0%
長崎船,149,0,-
合計,396872,6627388,6.0%
