都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,2058,56243,120,0,1831,107
青 森,36,2378,1,0,34,1
岩手,23,4163,0,0,23,0
宮城,392,10190,54,0,336,2
秋  田,53,2121,2,0,51,0
山形,78,5127,2,1,76,1
福島,251,19800,42,2,206,3
茨城,649,12424,34,4,598,17
栃木,427,29943,57,1,370,1
群馬,699,20337,85,1,595,19
埼玉,4600,140657,270,7,4229,101
千葉,3822,86970,287,7,3465,70
東京,25335,443207,2150,26,22779,406
神奈川,6760,149564,530,27,6094,136
新潟,170,15140,15,0,155,0
富山,412,11696,5,0,382,25
石川,776,12580,52,0,677,47
福井,244,9692,2,1,229,11
山梨,182,10581,4,2,172,6
長野,305,18662,5,0,305,1
岐阜,622,22211,28,3,584,10
静岡,532,33644,15,1,516,1
愛知,5290,74449,357,15,4850,83
三重,495,12325,77,3,411,7
滋賀,495,11641,24,0,463,8
京都,1731,41742,60,2,1646,25
大阪,10483,180249,565,30,9705,203
兵庫,2674,55275,105,8,2510,59
奈良,567,20290,17,0,541,9
和歌山,240,9244,4,0,229,4
鳥取,36,5428,7,0,29,0
島根,140,5652,3,0,137,0
岡山,154,8110,1,-,147,-
広島,533,20619,47,2,467,3
山口,198,9601,6,1,190,2
徳島,147,6875,12,0,123,9
香川,93,10520,3,0,88,2
愛媛,114,4049,0,0,108,6
高知,138,3459,1,0,133,4
福岡,5027,47195,117,10,4815,95
佐賀,245,5874,2,0,245,0
長崎,236,18085,2,0,231,3
熊本,572,16338,7,0,557,8
大分,158,16449,3,0,153,2
宮崎,344,8560,1,0,343,1
鹿児島,411,18752,29,0,376,12
沖縄,2441,38286,163,7,2236,46
(その他),149,-,0,-,149,-
合計,81537,1766397,5373,161,74589,1556
