都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,41332,778133,1118,30,38977,1399
青森,2500,50658,50,0,2419,31
岩手,1679,84552,49,2,1584,46
宮城,9126,156789,61,3,8970,90
秋田,875,15407,99,1,756,20
山形,2020,65771,12,2,1961,47
福島,4882,280067,117,3,4604,161
茨城,10544,33327,263,4,10117,164
栃木,7025,285654,238,10,6706,81
群馬,8036,193902,48,6,7836,152
埼玉,46437,967815,1081,15,44525,831
千葉,40303,688097,1036,17,38561,706
東京,173934,2518672,4434,47,167266,2234
神奈川,67391,1038921,1712,38,64731,948
新潟,3401,171383,37,2,3312,52
富山,2041,73750,41,1,1962,38
石川,3931,122486,27,0,3786,115
福井,1288,69094,163,0,1091,34
山梨,2097,54750,120,1,1957,21
長野,5036,206945,66,1,4954,91
岐阜,9442,270196,101,3,9154,187
静岡,9312,404302,287,6,8875,150
愛知,50971,828894,911,26,49099,961
三重,5257,142045,82,4,5202,112
滋賀,5555,151668,88,6,5377,90
京都,16601,282817,135,11,16197,242
大阪,103383,2150465,1246,146,98670,2671
兵庫,40892,506773,241,16,39363,1307
奈良,8338,169112,201,2,8006,131
和歌山,2683,41829,21,2,2555,49
鳥取,480,83171,6,0,456,2
島根,553,29812,3,1,549,1
岡山,7588,162012,72,8,7385,126
広島,11494,548898,136,13,11170,175
山口,3141,122050,58,2,3006,77
徳島,1656,64889,5,0,1588,63
香川,2097,85790,20,0,2051,31
愛媛,2754,95454,8,3,2671,75
高知,1824,11449,103,8,1696,25
福岡,35525,830905,399,13,34563,520
佐賀,2555,56801,14,0,2553,24
長崎,3185,124663,82,0,3035,69
熊本,6484,81956,62,5,6306,116
大分,3491,168435,25,0,3403,63
宮崎,3090,44225,15,0,3025,27
鹿児島,3674,111084,50,1,3621,38
沖縄,20783,249853,1129,58,19477,183
(その他),149,-,0,-,149,-
合計,796835,15675721,16272,517,765277,14776
