都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,3055,81092,408,6,2538,109
青 森,227,4905,90,2,133,4
岩手,27,5309,2,0,25,0
宮城,700,14012,154,4,544,2
秋  田,63,2487,3,0,59,0
山形,86,6112,5,0,80,1
福島,388,29196,29,4,353,6
茨城,768,13826,31,0,719,18
栃木,489,42067,25,0,464,1
群馬,900,29312,84,5,797,19
埼玉,5856,184967,390,10,5359,107
千葉,5034,126729,395,10,4559,80
東京,31096,598993,1755,33,28886,455
神奈川,8711,199811,554,20,7987,170
新潟,184,17765,5,0,179,0
富山,423,14487,1,0,396,26
石川,810,17272,17,0,744,49
福井,257,11058,2,0,244,11
山梨,212,11693,10,0,196,6
⾧野,341,23025,11,0,329,4
岐阜,686,26934,34,1,641,11
静岡,636,42455,52,0,582,2
愛知,6130,98303,422,9,5613,95
三重,565,15683,17,3,541,7
滋賀,552,14455,20,0,523,9
京都,2014,52347,73,0,1911,30
大阪,12753,236613,906,25,11586,242
兵庫,3222,68579,167,13,2992,63
奈良,648,24620,29,0,607,10
和歌山,275,10428,10,2,256,4
鳥取,38,5770,3,0,35,0
島根,141,6271,1,0,141,0
岡山,286,11198,54,0,172,4
広島,659,27466,11,0,643,5
山口,213,11915,4,0,207,2
徳島,164,7477,0,0,155,9
香川,101,13518,4,0,95,2
愛媛,116,4371,0,0,110,6
高知,144,3644,2,0,138,4
福岡,5226,164668,82,4,5042,102
佐賀,254,7081,0,0,256,0
⾧崎,244,22417,1,0,240,3
熊本,786,19224,33,1,736,8
大分,159,20960,0,0,156,3
宮崎,367,8791,1,0,366,1
鹿児島,468,22179,5,1,459,12
沖縄,3336,57775,344,7,2934,63
(その他),149,-,0,-,149,-
合計,99959,2439260,6246,160,91877,1765
