都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1960,53173,98,1,1756,106
青 森,35,2282,2,0,32,1
岩手,23,3860,0,0,23,0
宮城,367,9738,81,1,284,2
秋  田,53,1964,2,0,51,0
山形,78,5038,2,1,76,1
福島,225,18429,38,1,185,2
茨城,627,12026,38,5,573,16
栃木,400,27909,61,1,315,1
群馬,670,18959,130,0,521,19
埼玉,4448,131305,287,6,4061,100
千葉,3651,74727,346,6,3237,68
東京,24306,411359,2375,27,21540,391
神奈川,6403,138519,635,24,5633,135
新潟,165,14594,21,1,144,0
富山,410,11364,5,0,380,25
石川,756,11835,65,0,646,45
福井,244,9502,11,2,221,10
山梨,180,10263,7,2,168,5
長野,303,17873,10,0,298,1
岐阜,599,21238,32,1,557,10
静岡,517,31367,22,1,494,1
愛知,5103,69242,410,16,4612,81
三重,475,11898,76,5,393,5
滋賀,479,11208,21,0,451,7
京都,1659,38110,80,1,1554,25
大阪,10099,170643,724,29,9173,193
兵庫,2575,52677,123,9,2395,57
奈良,555,19076,17,1,529,9
和歌山,236,9025,2,0,227,4
鳥取,36,5355,13,0,23,0
島根,137,5309,0,0,137,0
岡山,148,7861,1,-,146,-
広島,476,19573,10,0,463,3
山口,195,8891,16,1,177,1
徳島,147,6778,28,0,112,9
香川,93,10083,9,0,82,2
愛媛,114,3973,0,0,108,6
高知,137,3403,1,0,132,4
福岡,5004,46615,185,12,4734,91
佐賀,244,5690,2,0,244,0
長崎,236,17290,3,0,227,3
熊本,571,16066,18,0,545,8
大分,158,15519,5,0,151,2
宮崎,344,8455,4,0,340,1
鹿児島,377,17562,7,0,370,12
沖縄,2358,36091,145,10,2172,45
(その他),149,-,0,-,149,-
合計,78525,1653717,6168,164,70841,1507
