都道府県名,陽性者数 検査人数,,%
北海道,2933,78717,3.7%
青森,206,4462,4.6%
,27,5235,0.5%
宮城,655,13437,4.9%
秋田,61,2481,2.5%
山形,86,5995,1.4%
福島,387,28254,1.4%
茨城,750,13751,5.5%
栃木,482,41671,1.2%
群馬,884,28548,3.1%
埼玉,5726,180341,3.2%
千葉,4920,122293,4.0%
東京,30456,585729,5.2%
神奈川,8517,195864,4.3%
新潟,182,17566,1.0%
富山,422,14431,2.9%
石川,803,16704,4.8%
福井,256,10979,2.3%
山梨,209,11514,1.8%
長野,335,22681,1.5%
岐阜,672,26569,2.5%
静岡,620,42132,1.5%
,5941,96089,6.2%
三重,555,15456,3.6%
滋賀,546,13962,3.9%
京都,1989,51757,3.8%
大阪,12348,230194,5.4%
,3157,67302,4.7%
奈良,631,24388,2.6%
和歌山,273,10349,2.6%
鳥取,38,5729,0.7%
島根,141,6189,2.3%
岡山,230,10217,2.3%
広島,657,27197,2.4%
山口,213,11826,1.8%
徳島,164,7432,2.2%
香川,101,13321,0.8%
愛媛,116,4337,2.7%
高知,144,3621,4.0%
,5194,161242,3.2%
佐賀,254,7005,3.6%
長崎,244,22048,1.1%
熊本,779,19151,4.1%
大分,159,20506,0.8%
宮崎,367,8772,4.2%
鹿児島,463,22011,2.1%
沖縄,3245,56121,5.8%
長崎船,149,0,-
合計,97687,2385576,4.1%
