都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,2933,78717,362,4,2462,109
青 森,206,4462,121,3,83,2
岩手,27,5235,4,0,23,0
宮城,655,13437,125,4,528,2
秋  田,61,2481,2,0,59,0
山形,86,5995,5,0,80,1
福島,387,28254,42,5,339,6
茨城,750,13751,21,1,711,18
栃木,482,41671,21,0,461,1
群馬,884,28548,100,5,755,19
埼玉,5726,180341,394,9,5226,106
千葉,4920,122293,387,10,4455,78
東京,30456,585729,1632,30,28373,451
神奈川,8517,195864,528,20,7823,166
新潟,182,17566,3,0,179,0
富山,422,14431,0,0,396,26
石川,803,16704,12,0,742,49
福井,256,10979,1,0,244,11
山梨,209,11514,8,0,195,6
長野,335,22681,8,1,326,4
岐阜,672,26569,28,1,633,11
静岡,620,42132,39,0,579,2
愛知,5941,96089,294,10,5555,92
三重,555,15456,9,2,539,7
滋賀,546,13962,19,0,518,9
京都,1989,51757,63,0,1896,30
大阪,12348,230194,723,25,11372,236
兵庫,3157,67302,149,15,2946,62
奈良,631,24388,18,1,604,9
和歌山,273,10349,10,2,254,4
鳥取,38,5729,3,0,35,0
島根,141,6189,1,0,140,0
岡山,230,10217,23,1,161,1
広島,657,27197,12,0,640,5
山口,213,11826,4,0,207,2
徳島,164,7432,5,0,150,9
香川,101,13321,4,0,95,2
愛媛,116,4337,0,0,110,6
高知,144,3621,3,0,137,4
福岡,5194,161242,67,4,5026,101
佐賀,254,7005,2,0,254,0
長崎,244,22048,2,0,239,3
熊本,779,19151,35,0,728,8
大分,159,20506,0,0,156,3
宮崎,367,8772,1,0,366,1
鹿児島,463,22011,7,0,456,12
沖縄,3245,56121,345,8,2846,58
(その他),149,-,0,-,149,-
合計,97687,2385576,5642,161,90251,1732
