都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,41495,788578,673,21,39448,1410
青森,2521,51482,59,0,2431,31
岩手,1730,87170,78,1,1605,47
宮城,9191,158585,99,4,9001,90
秋田,908,16014,72,1,816,20
山形,2028,66910,16,1,1965,47
福島,4974,284914,161,4,4652,161
茨城,10663,33630,234,6,10264,165
栃木,7134,306769,221,8,6831,82
群馬,8053,196370,40,4,7860,153
埼玉,47020,980235,1139,21,45049,832
千葉,41001,703166,1196,15,39095,710
東京,176843,2557035,4878,57,169725,2240
神奈川,68492,1054376,1793,32,65747,952
新潟,3427,174101,46,2,3329,52
富山,2045,74571,17,1,1990,38
石川,3965,124150,45,1,3801,115
福井,1331,69947,132,0,1164,35
山梨,2124,58651,60,1,2044,21
長野,5041,209770,40,0,4985,93
岐阜,9468,272888,64,3,9217,187
静岡,9414,410639,246,6,9016,152
愛知,51224,841364,647,17,49606,971
三重,5281,145510,68,4,5240,112
滋賀,5571,153485,59,4,5422,90
京都,16667,286651,150,7,16265,246
大阪,103928,2191017,1260,147,99189,2681
兵庫,41031,513595,260,16,39463,1308
奈良,8381,171566,165,7,8085,131
和歌山,2693,42147,19,2,2567,49
鳥取,493,84380,27,0,457,2
島根,553,31436,1,0,550,2
岡山,7596,165308,25,4,7439,126
広島,11533,555274,98,11,11245,175
山口,3160,122050,52,1,3028,80
徳島,1657,65495,3,0,1591,63
香川,2100,86926,16,1,2058,31
愛媛,2755,97171,5,3,2675,75
高知,1852,11578,72,6,1753,27
福岡,35655,840813,357,12,34760,523
佐賀,2565,57635,18,0,2561,24
長崎,3217,126448,77,0,3072,69
熊本,6492,82317,52,2,6322,118
大分,3494,170449,15,0,3415,64
宮崎,3101,44651,12,0,3035,27
鹿児島,3699,112100,59,1,3639,39
沖縄,21045,254367,913,47,19947,191
(その他),149,-,0,-,149,-
合計,804760,15933684,15739,481,773568,14857
