都道府県名,陽性者数 検査人数,,%
北海道,41495,788578,5.3%
青森,2521,51482,4.9%
岩手,1730,87170,2.0%
宮城,9191,158585,5.8%
秋田,908,16014,5.7%
山形,2028,66910,3.0%
福島,4974,284914,1.7%
茨城,10663,33630,31.7%
栃木,7134,306769,2.3%
群馬,8053,196370,4.1%
埼玉,47020,980235,4.8%
千葉,41001,703166,5.8%
東京,176843,2557035,6.9%
神奈川,68492,1054376,6.5%
新潟,3427,174101,2.0%
富山,2045,74571,2.7%
石川,3965,124150,3.2%
福井,1331,69947,1.9%
山梨,2124,58651,3.6%
長野,5041,209770,2.4%
岐阜,9468,272888,3.5%
静岡,9414,410639,2.3%
愛知,51224,841364,6.1%
三重,5281,145510,3.6%
滋賀,5571,153485,3.6%
京都,16667,286651,5.8%
大阪,103928,2191017,4.7%
兵庫,41031,513595,8.0%
奈良,8381,171566,4.9%
和歌山,2693,42147,6.4%
鳥取,493,84380,0.6%
島根,553,31436,1.8%
岡山,7596,165308,4.6%
広島,11533,555274,2.1%
山口,3160,122050,2.6%
徳島,1657,65495,2.5%
香川,2100,86926,2.4%
愛媛,2755,97171,2.8%
高知,1852,11578,16.0%
福岡,35655,840813,4.2%
佐賀,2565,57635,4.5%
長崎,3217,126448,2.5%
熊本,6492,82317,7.9%
大分,3494,170449,2.0%
宮崎,3101,44651,6.9%
鹿児島,3699,112100,3.3%
沖縄,21045,254367,8.3%
長崎船,149,0,-
合計,804760,15933684,5.1%
