都道府県名,陽性者数 検査人数,,%
北海道,24790,538855,4.6%
青森,1632,33474,4.9%
岩手,988,56897,1.7%
宮城,8143,120849,6.7%
秋田,506,10180,5.0%
山形,1538,47759,3.2%
福島,3513,189547,1.9%
茨城,8317,29913,27.8%
栃木,5420,217279,2.5%
群馬,6014,137279,4.4%
埼玉,38525,762542,5.1%
千葉,33634,549054,6.1%
東京,141713,2034588,7.0%
神奈川,54279,805963,6.7%
新潟,2384,109431,2.2%
富山,1361,51908,2.6%
石川,2589,71450,3.6%
福井,906,49145,1.8%
山梨,1239,35312,3.5%
長野,3940,147408,2.7%
岐阜,6100,190548,3.2%
静岡,6561,293084,2.2%
愛知,34183,557541,6.1%
三重,3899,98154,4.0%
滋賀,3855,107195,3.6%
京都,12387,213779,5.8%
大阪,84351,1463493,5.8%
兵庫,32579,386441,8.4%
奈良,6436,125853,5.1%
和歌山,2236,34650,6.5%
鳥取,374,61953,0.6%
島根,357,19437,1.8%
岡山,4245,95544,4.4%
広島,6121,267317,2.3%
山口,1901,82172,2.3%
徳島,1399,44562,3.1%
香川,1325,62810,2.1%
愛媛,2408,62480,3.9%
高知,1077,8232,13.1%
福岡,24194,612750,3.9%
佐賀,1677,39457,4.3%
長崎,2165,92974,2.3%
熊本,4261,65925,6.5%
大分,2003,113206,1.8%
宮崎,2246,30480,7.4%
鹿児島,2270,81722,2.8%
沖縄,12682,193254,6.6%
長崎船,149,0,-
合計,604872,11403846,5.3%
