都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,19122,382054,549,3,17900,679
青森,816,17492,25,1,771,20
岩手,554,26838,8,0,516,30
宮城,3626,68312,104,3,3497,25
秋田,269,7093,2,0,261,6
山形,543,27496,14,0,514,15
福島,1962,113458,120,8,1771,71
茨城,5808,24917,363,7,5335,110
栃木,4101,126390,127,3,3908,66
群馬,4517,92574,184,3,4249,84
埼玉,29408,552412,1193,38,27645,570
千葉,26522,407684,1632,25,24434,456
東京,111797,1540352,3091,61,107311,1395
神奈川,44951,593854,1055,27,43215,681
新潟,1085,45074,85,1,985,15
富山,905,36457,13,1,864,28
石川,1857,51468,131,5,1686,62
福井,545,31859,4,0,516,25
山梨,939,25903,6,0,916,17
長野,2364,99025,12,0,2343,41
岐阜,4732,134106,143,7,4478,111
静岡,5151,190141,196,0,4862,93
愛知,25861,394175,653,31,24690,518
三重,2532,63656,135,7,2422,53
滋賀,2470,73532,127,5,2296,47
京都,9064,156063,294,2,8629,156
大阪,47179,793425,1072,87,44575,1119
兵庫,17968,248574,383,41,17055,530
奈良,3365,82265,65,5,3253,47
和歌山,1164,24512,9,2,1113,18
鳥取,210,41147,3,0,202,2
島根,284,15625,5,0,279,0
岡山,2486,66389,53,2,2389,32
広島,5024,157847,37,5,4877,102
山口,1382,58758,51,0,1292,39
徳島,452,26509,25,2,411,16
香川,753,44749,24,1,711,18
愛媛,1064,32534,37,1,1004,23
高知,884,7091,1,0,866,17
福岡,18061,443044,608,20,17162,291
佐賀,1063,28108,65,0,1010,8
長崎,1612,67422,35,1,1541,36
熊本,3444,56810,37,4,3334,72
大分,1293,79576,32,0,1240,21
宮崎,1951,24716,23,1,1896,21
鹿児島,1761,67604,34,2,1727,26
沖縄,8200,145625,269,1,7817,119
(その他),149,-,0,-,149,-
合計,431250,7794715,13134,413,409917,7931
