都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,41397,783140,866,25,39211,1401
青森,2511,51120,57,0,2423,31
岩手,1681,86220,47,2,1588,46
宮城,9163,157898,77,3,8981,90
秋田,897,15564,101,1,776,20
山形,2022,65986,10,1,1965,47
福島,4927,282317,139,3,4627,161
茨城,10593,33467,261,5,10167,165
栃木,7081,304471,246,10,6754,81
群馬,8042,194942,45,6,7845,152
埼玉,46704,974098,1185,18,44687,832
千葉,40591,694859,1131,16,38752,708
東京,175267,2536206,4741,54,168288,2238
神奈川,67832,1047212,1809,38,65072,951
新潟,3408,172888,32,2,3324,52
富山,2042,74335,29,1,1975,38
石川,3941,123477,26,0,3796,115
福井,1315,69505,161,0,1119,35
山梨,2106,58721,82,1,2004,21
長野,5037,208048,54,0,4967,91
岐阜,9454,271965,91,3,9176,187
静岡,9366,407868,276,6,8939,151
愛知,51073,835239,805,23,49304,964
三重,5268,145510,78,4,5217,112
滋賀,5563,152713,73,4,5400,90
京都,16624,284841,139,7,16226,245
大阪,103614,2168829,1266,143,98873,2680
兵庫,40951,509882,241,16,39402,1308
奈良,8362,170318,194,4,8037,131
和歌山,2690,42023,24,3,2559,49
鳥取,484,83738,16,0,457,2
島根,553,31436,3,1,549,1
岡山,7595,165308,25,4,7439,126
広島,11512,553751,109,12,11208,175
山口,3152,122050,58,2,3017,77
徳島,1656,65234,3,0,1590,63
香川,2098,86425,18,0,2054,31
愛媛,2755,97146,7,3,2673,75
高知,1841,11519,97,9,1718,26
福岡,35575,835907,368,14,34663,521
佐賀,2563,57270,16,0,2555,24
長崎,3205,125616,91,0,3046,69
熊本,6486,82252,60,3,6308,118
大分,3492,169875,17,0,3412,63
宮崎,3099,44507,20,0,3028,27
鹿児島,3689,111524,47,2,3631,38
沖縄,20907,252608,951,52,19771,191
(その他),149,-,0,-,149,-
合計,800333,15819828,16192,501,768722,14819
