都道府県名,陽性者数 検査人数,,%
北海道,41397,783140,5.3%
青森,2511,51120,4.9%
岩手,1681,86220,1.9%
宮城,9163,157898,5.8%
秋田,897,15564,5.8%
山形,2022,65986,3.1%
福島,4927,282317,1.7%
茨城,10593,33467,31.7%
栃木,7081,304471,2.3%
群馬,8042,194942,4.1%
埼玉,46704,974098,4.8%
千葉,40591,694859,5.8%
東京,175267,2536206,6.9%
神奈川,67832,1047212,6.5%
新潟,3408,172888,2.0%
富山,2042,74335,2.7%
石川,3941,123477,3.2%
福井,1315,69505,1.9%
山梨,2106,58721,3.6%
長野,5037,208048,2.4%
岐阜,9454,271965,3.5%
静岡,9366,407868,2.3%
愛知,51073,835239,6.1%
三重,5268,145510,3.6%
滋賀,5563,152713,3.6%
京都,16624,284841,5.8%
大阪,103614,2168829,4.8%
兵庫,40951,509882,8.0%
奈良,8362,170318,4.9%
和歌山,2690,42023,6.4%
鳥取,484,83738,0.6%
島根,553,31436,1.8%
岡山,7595,165308,4.6%
広島,11512,553751,2.1%
山口,3152,122050,2.6%
徳島,1656,65234,2.5%
香川,2098,86425,2.4%
愛媛,2755,97146,2.8%
高知,1841,11519,16.0%
福岡,35575,835907,4.3%
佐賀,2563,57270,4.5%
長崎,3205,125616,2.6%
熊本,6486,82252,7.9%
大分,3492,169875,2.1%
宮崎,3099,44507,7.0%
鹿児島,3689,111524,3.3%
沖縄,20907,252608,8.3%
長崎船,149,0,-
合計,800333,15819828,5.1%
