都道府県名,陽性者数 検査人数,,%
北海道,2267,61798,3.7%
青森,37,2585,1.4%
,24,4518,0.5%
宮城,453,11139,4.1%
秋田,58,2304,2.5%
山形,79,5253,1.5%
福島,287,21931,1.3%
茨城,698,12846,5.4%
栃木,443,32855,1.3%
群馬,741,24187,3.1%
埼玉,4923,151207,3.3%
千葉,4193,103301,4.1%
東京,27117,495064,5.5%
神奈川,7331,164983,4.4%
新潟,176,16062,1.1%
富山,422,13147,3.2%
石川,778,14054,5.5%
福井,248,10019,2.5%
山梨,196,10928,1.8%
長野,317,19906,1.6%
岐阜,631,23881,2.6%
静岡,565,36984,1.5%
,5478,82828,6.6%
三重,535,13783,3.9%
滋賀,510,12593,4.0%
京都,1800,45125,4.0%
大阪,10999,197287,5.6%
,2838,59555,4.8%
奈良,587,21824,2.7%
和歌山,243,9550,2.5%
鳥取,36,5510,0.7%
島根,140,5896,2.4%
岡山,162,8654,1.9%
広島,615,21723,2.8%
山口,207,10311,2.0%
徳島,149,7054,2.1%
香川,93,11368,0.8%
愛媛,115,4167,2.8%
高知,138,3524,3.9%
,5069,141044,3.6%
佐賀,248,6243,4.0%
長崎,238,19543,1.2%
熊本,642,17067,3.8%
大分,158,17842,0.9%
宮崎,344,8654,4.0%
鹿児島,447,20098,2.2%
沖縄,2682,42581,6.3%
長崎船,149,0,-
合計,86606,2032776,4.3%
