都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,2267,61798,196,0,1964,107
青 森,37,2585,1,0,35,1
岩手,24,4518,1,0,23,0
宮城,453,11139,53,1,398,2
秋  田,58,2304,5,0,53,0
山形,79,5253,2,0,76,1
福島,287,21931,54,3,229,4
茨城,698,12846,53,5,628,17
栃木,443,32855,24,0,419,1
群馬,741,24187,37,3,679,19
埼玉,4923,151207,350,6,4471,102
千葉,4193,103301,334,13,3787,72
東京,27117,495064,1927,22,24773,417
神奈川,7331,164983,496,20,6688,147
新潟,176,16062,8,0,168,0
富山,422,13147,9,0,387,26
石川,778,14054,21,0,710,47
福井,248,10019,4,0,233,11
山梨,196,10928,12,1,178,6
長野,317,19906,12,0,304,1
岐阜,631,23881,14,2,607,10
静岡,565,36984,30,0,533,2
愛知,5478,82828,277,13,5112,89
三重,535,13783,41,1,487,7
滋賀,510,12593,15,0,487,8
京都,1800,45125,60,2,1713,27
大阪,10999,197287,439,23,10327,221
兵庫,2838,59555,121,10,2658,59
奈良,587,21824,20,0,558,9
和歌山,243,9550,3,0,233,4
鳥取,36,5510,4,0,32,0
島根,140,5896,0,0,140,0
岡山,162,8654,8,-,152,-
広島,615,21723,80,0,529,3
山口,207,10311,8,1,197,2
徳島,149,7054,3,0,131,9
香川,93,11368,0,0,91,2
愛媛,115,4167,1,0,108,6
高知,138,3524,0,0,134,4
福岡,5069,141044,71,6,4899,99
佐賀,248,6243,3,0,247,0
長崎,238,19543,1,0,233,3
熊本,642,17067,56,0,570,8
大分,158,17842,1,0,155,2
宮崎,344,8654,1,0,343,1
鹿児島,447,20098,31,0,413,12
沖縄,2682,42581,273,9,2366,47
(その他),149,-,0,-,149,-
合計,86606,2032776,5160,141,79807,1615
