都道府県名,陽性者数 検査人数,,%
北海道,1250,20719,6.0%
青森,27,981,2.8%
岩手,0,942,0.0%
宮城,94,3751,2.5%
秋田,16,994,1.6%
山形,69,2541,2.7%
福島,82,6793,1.2%
茨城,174,5283,3.3%
栃木,76,7113,1.1%
群馬,153,5045,3.0%
埼玉,1132,34582,3.3%
千葉,960,18287,5.2%
東京,6225,82706,7.5%
神奈川,1502,12551,12.0%
新潟,84,4936,1.7%
富山,227,3923,5.8%
石川,300,2905,10.3%
福井,122,3397,3.6%
山梨,74,5655,1.3%
⾧野,77,3270,2.4%
岐阜,156,5223,3.0%
静岡,81,7551,1.1%
愛知,524,12620,4.2%
三重,46,2876,1.6%
滋賀,101,2353,4.3%
京都,379,10146,3.7%
大阪,1816,39970,4.5%
兵庫,705,14857,4.7%
奈良,92,3760,2.4%
和歌山,64,3987,1.6%
鳥取,3,1485,0.2%
島根,24,1245,1.9%
岡山,26,1935,1.3%
広島,168,7824,2.1%
山口,37,2306,1.6%
徳島,6,908,0.7%
香川,28,2698,1.0%
愛媛,82,2613,3.1%
高知,74,1971,3.8%
福岡,846,16455,5.1%
佐賀,47,1625,2.9%
⾧崎,17,3236,0.5%
熊本,49,4273,1.1%
大分,60,4883,1.2%
宮崎,17,1567,1.1%
鹿児島,11,2587,0.4%
沖縄,142,3019,4.7%
⾧崎船,149,-,-
合計,18394,390347,4.7%
