都道府県名,陽性者数 検査人数,,%
北海道,16672,299462,5.6%
青森,677,12455,5.4%
岩手,488,18971,2.6%
宮城,3253,46124,7.1%
秋田,247,6089,4.1%
山形,458,13142,3.5%
福島,1610,77257,2.1%
茨城,4365,21908,19.9%
栃木,3556,99127,3.6%
群馬,3604,69533,5.2%
埼玉,23345,419823,5.6%
千葉,20246,303228,6.7%
東京,93890,1232156,7.6%
神奈川,38028,455639,8.3%
新潟,845,35261,2.4%
富山,843,28649,2.9%
石川,1422,38290,3.7%
福井,480,25076,1.9%
山梨,874,14741,5.9%
長野,2184,69826,3.1%
岐阜,3937,96385,4.1%
静岡,4236,128855,3.3%
愛知,22673,281822,8.0%
三重,2000,42391,4.7%
滋賀,1967,51745,3.8%
京都,7393,118410,6.2%
大阪,41454,607946,6.8%
兵庫,15210,187377,8.1%
奈良,2861,63299,4.5%
和歌山,992,20359,4.9%
鳥取,189,31858,0.6%
島根,242,11764,2.1%
岡山,2228,47392,4.7%
広島,4599,107047,4.3%
山口,1100,40022,2.7%
徳島,363,20130,1.8%
香川,590,35075,1.7%
愛媛,940,22832,4.1%
高知,823,6735,12.2%
福岡,15059,346280,4.3%
佐賀,899,21966,4.1%
長崎,1359,53081,2.6%
熊本,3076,48014,6.4%
大分,1042,58483,1.8%
宮崎,1696,20872,8.1%
鹿児島,1497,52775,2.8%
沖縄,7015,116703,6.0%
長崎船,149,0,-
合計,362676,5926375,6.1%
