都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,16672,299462,1502,17,14619,569
青森,677,12455,69,4,599,9
岩手,488,18971,47,1,416,25
宮城,3253,46124,500,10,2731,22
秋田,247,6089,66,1,180,1
山形,458,13142,29,1,416,13
福島,1610,77257,302,11,1272,36
茨城,4365,21908,850,14,3462,53
栃木,3556,99127,900,20,2656,36
群馬,3604,69533,453,11,3085,66
埼玉,23345,419823,5188,91,17850,307
千葉,20246,303228,6616,51,13419,211
東京,93890,1232156,18227,156,74881,782
神奈川,38028,455639,4794,114,32836,398
新潟,845,35261,137,1,708,7
富山,843,28649,80,3,736,27
石川,1422,38290,199,6,1212,56
福井,480,25076,73,4,393,14
山梨,874,14741,109,4,753,12
長野,2184,69826,304,3,1869,28
岐阜,3937,96385,574,14,3298,65
静岡,4236,128855,828,10,3338,70
愛知,22673,281822,3227,63,19088,358
三重,2000,42391,396,4,1576,28
滋賀,1967,51745,411,10,1530,26
京都,7393,118410,1511,21,5850,93
大阪,41454,607946,6163,175,34455,836
兵庫,15210,187377,2164,59,12695,351
奈良,2861,63299,407,9,2419,35
和歌山,992,20359,145,15,817,12
鳥取,189,31858,35,1,149,2
島根,242,11764,11,0,231,0
岡山,2228,47392,387,21,1750,17
広島,4599,107047,379,13,4067,85
山口,1100,40022,363,2,729,8
徳島,363,20130,113,0,238,12
香川,590,35075,172,1,405,13
愛媛,940,22832,201,3,722,17
高知,823,6735,64,5,746,13
福岡,15059,346280,3377,28,11516,166
佐賀,899,21966,202,2,712,4
長崎,1359,53081,329,2,981,20
熊本,3076,48014,273,16,2243,45
大分,1042,58483,162,3,865,15
宮崎,1696,20872,316,8,1339,15
鹿児島,1497,52775,225,2,1272,15
沖縄,7015,116703,783,7,6147,90
(その他),149,-,0,-,149,-
合計,362676,5926375,63663,1017,293420,5083
