都道府県名,陽性者数 検査人数,,%
北海道,21512,466237,4.6%
青森,1131,26925,4.2%
岩手,732,48763,1.5%
宮城,6813,99172,6.9%
秋田,319,8015,4.0%
山形,1129,38451,2.9%
福島,2721,159214,1.7%
茨城,6993,27318,25.6%
栃木,4850,179375,2.7%
群馬,5191,118563,4.4%
埼玉,33920,672633,5.0%
千葉,30373,493846,6.2%
東京,124450,1821744,6.8%
神奈川,49068,724492,6.8%
新潟,1653,88913,1.9%
富山,1001,43461,2.3%
石川,1992,62403,3.2%
福井,639,38178,1.7%
山梨,1001,32134,3.1%
長野,3069,124647,2.5%
岐阜,5074,165762,3.1%
静岡,5892,258463,2.3%
愛知,28168,484046,5.8%
三重,2924,79034,3.7%
滋賀,2924,91115,3.2%
京都,9937,183888,5.4%
大阪,57531,1118701,5.1%
兵庫,21536,312596,6.9%
奈良,4276,102793,4.2%
和歌山,1454,28001,5.2%
鳥取,284,51512,0.6%
島根,291,18477,1.6%
岡山,2830,81422,3.5%
広島,5228,188023,2.8%
山口,1448,71202,2.0%
徳島,639,33954,1.9%
香川,955,54174,1.8%
愛媛,1627,43153,3.8%
高知,945,7528,12.6%
福岡,19253,525072,3.7%
佐賀,1244,33294,3.7%
長崎,1648,79798,2.1%
熊本,3530,58603,6.0%
大分,1333,96288,1.4%
宮崎,1971,24946,7.9%
鹿児島,1886,75535,2.5%
沖縄,10194,171448,5.9%
長崎船,149,0,-
合計,493728,9713312,5.1%
