都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1866,49239,64,2,1696,106
青 森,35,2206,2,0,32,1
岩手,23,3610,4,0,19,0
宮城,290,8765,71,0,217,2
秋  田,50,1855,0,0,50,0
山形,78,3148,2,1,76,1
福島,204,16925,44,2,160,0
茨城,609,11550,56,3,538,15
栃木,338,25518,19,2,302,1
群馬,541,16995,91,0,431,19
埼玉,4264,123265,317,8,3850,97
千葉,3385,66251,320,7,2998,67
東京,22857,380646,2366,23,20109,382
神奈川,5891,128296,676,32,5089,126
新潟,148,13835,7,1,141,0
富山,408,10832,21,0,364,25
石川,730,10587,86,0,602,42
福井,244,9215,44,4,190,8
山梨,179,9977,10,1,164,5
長野,296,17030,24,1,277,1
岐阜,580,19819,25,2,545,10
静岡,504,29710,23,2,480,1
愛知,4835,62057,394,15,4366,75
三重,457,11156,80,2,372,5
滋賀,471,10451,37,1,427,7
京都,1607,35638,108,2,1474,25
大阪,9527,157124,824,34,8518,177
兵庫,2435,49171,118,6,2262,55
奈良,545,18233,28,2,509,8
和歌山,236,8898,4,0,225,4
鳥取,23,4615,1,0,22,0
島根,137,5186,0,0,137,0
岡山,146,7511,1,-,145,-
広島,464,18642,9,0,452,3
山口,194,8068,42,1,151,1
徳島,147,6595,46,3,91,8
香川,87,9272,10,0,75,2
愛媛,114,3921,1,0,107,6
高知,137,3303,9,0,124,4
福岡,4932,44529,473,15,4402,79
佐賀,244,5508,4,0,240,0
長崎,235,16363,8,0,219,3
熊本,568,12903,33,0,515,8
大分,158,14477,14,0,142,2
宮崎,340,8279,9,0,331,1
鹿児島,372,17075,13,1,372,11
沖縄,2280,31694,216,7,2023,45
(その他),149,-,0,-,149,-
合計,74360,1529943,6754,180,66180,1438
