都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,18130,338724,1206,9,16348,625
青森,744,15573,44,1,687,13
岩手,514,21264,21,1,464,29
宮城,3477,49419,145,7,3309,23
秋田,269,6876,35,0,230,4
山形,526,16088,51,1,462,13
福島,1781,92681,135,11,1588,58
茨城,5173,24059,515,16,4578,80
栃木,3884,114354,278,12,3550,56
群馬,4128,79999,369,13,3683,76
埼玉,26832,485244,3392,58,23025,415
千葉,23891,347026,4206,42,19383,302
東京,104121,1385519,6499,104,96587,1035
神奈川,42402,526690,1849,66,40006,547
新潟,955,38315,79,3,864,12
富山,881,32546,23,2,831,27
石川,1570,43532,150,1,1383,60
福井,522,27997,38,4,461,23
山梨,913,14741,21,3,877,15
長野,2338,88511,93,2,2236,39
岐阜,4459,112236,347,13,4030,82
静岡,4753,157701,275,2,4392,86
愛知,24695,340660,1680,48,22565,450
三重,2336,52085,274,14,2027,35
滋賀,2251,62205,221,6,1997,33
京都,8750,139714,926,5,7760,134
大阪,45195,690318,3298,153,40888,1009
兵庫,17132,216367,1204,58,15484,444
奈良,3208,73364,240,8,2926,42
和歌山,1111,22722,66,8,1008,15
鳥取,207,36319,19,1,183,2
島根,276,13515,20,0,256,0
岡山,2409,55878,143,5,2199,24
広島,4890,120841,184,8,4599,95
山口,1308,49814,183,0,1097,28
徳島,395,22979,30,2,350,15
香川,702,40184,98,1,587,17
愛媛,1017,27709,74,2,921,22
高知,863,6968,16,1,830,17
福岡,16835,391222,1769,38,14852,214
佐賀,981,25206,64,2,929,6
長崎,1563,60530,187,3,1343,35
熊本,3385,55073,136,14,3146,66
大分,1233,69123,131,1,1084,18
宮崎,1883,24223,116,3,1760,20
鹿児島,1665,59189,97,3,1562,19
沖縄,7882,132962,589,4,7204,94
(その他),149,-,0,-,149,-
合計,404584,6808265,31536,759,366680,6474
