都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1619,36031,137,3,1379,103
青 森,33,1689,1,0,31,1
岩手,8,2176,6,0,3,0
宮城,184,7109,10,1,173,1
秋  田,42,1450,15,0,25,0
山形,76,3002,0,0,76,1
福島,105,11895,15,1,90,0
茨城,452,9203,86,2,356,10
栃木,276,18305,42,4,214,1
群馬,298,10321,101,0,178,19
埼玉,3221,87801,607,11,2532,82
千葉,2463,44503,522,6,1885,56
東京,17714,253605,3615,25,13759,340
神奈川,3854,87845,593,22,3156,105
新潟,129,7890,7,0,121,0
富山,307,6591,50,0,238,22
石川,456,4059,122,3,305,29
福井,155,5886,7,1,140,8
山梨,136,8444,31,0,104,1
長野,148,10650,34,0,115,-
岐阜,512,15272,81,3,424,7
静岡,398,18540,78,2,319,1
愛知,3454,37041,1488,13,2125,43
三重,281,7333,103,2,176,1
滋賀,337,6953,108,4,225,4
京都,1061,23577,208,3,832,21
大阪,6845,105103,1685,72,5049,106
兵庫,1863,35836,279,14,1536,48
奈良,394,11572,96,1,295,3
和歌山,196,7369,24,3,166,4
鳥取,21,4292,13,0,8,0
島根,132,4191,103,0,29,0
岡山,126,3821,20,-,90,-
広島,435,15725,73,1,360,3
山口,83,4998,25,0,58,0
徳島,90,3755,43,0,31,1
香川,63,6293,11,0,51,1
愛媛,110,3428,10,0,94,6
高知,102,2590,17,0,79,3
福岡,3559,34477,1061,19,2459,39
佐賀,195,3933,68,0,128,0
長崎,185,10708,37,-,36,3
熊本,407,9139,94,4,235,6
大分,103,8982,22,0,80,1
宮崎,261,6761,78,0,183,1
鹿児島,296,13001,26,2,244,4
沖縄,1618,18176,1156,21,453,13
(その他),149,-,0,-,149,-
合計,54952,1041321,13008,243,40794,1098
