都道府県名,陽性者数 検査人数,,%
北海道,2229,60894,3.7%
青森,37,2551,1.5%
,24,4461,0.5%
宮城,441,11052,4.0%
秋田,58,2296,2.5%
山形,78,5236,1.5%
福島,279,21710,1.3%
茨城,693,12738,5.4%
栃木,443,32634,1.4%
群馬,735,23865,3.1%
埼玉,4879,150073,3.3%
千葉,4154,100478,4.1%
東京,26869,489967,5.5%
神奈川,7266,163313,4.4%
新潟,171,15966,1.1%
富山,422,12961,3.3%
石川,778,13948,5.6%
福井,247,9952,2.5%
山梨,196,10900,1.8%
長野,316,19797,1.6%
岐阜,631,23733,2.7%
静岡,564,36658,1.5%
,5463,81271,6.7%
三重,532,13597,3.9%
滋賀,508,12499,4.1%
京都,1796,44728,4.0%
大阪,10950,195213,5.6%
,2822,59199,4.8%
奈良,583,21662,2.7%
和歌山,242,9473,2.6%
鳥取,36,5510,0.7%
島根,140,5875,2.4%
岡山,161,8654,1.9%
広島,612,21623,2.8%
山口,206,10250,2.0%
徳島,149,7041,2.1%
香川,93,11253,0.8%
愛媛,115,4157,2.8%
高知,138,3519,3.9%
,5061,139681,3.6%
佐賀,248,6231,4.0%
長崎,238,19379,1.2%
熊本,642,17067,3.8%
大分,158,17693,0.9%
宮崎,344,8649,4.0%
鹿児島,440,19852,2.2%
沖縄,2656,42120,6.3%
長崎船,149,0,-
合計,85992,2011379,4.3%
