都道府県名,陽性者数 検査人数,,%
北海道,8718,150003,5.8%
青森,295,6697,4.4%
岩手,194,9451,2.1%
宮城,1202,18866,6.4%
秋田,90,3668,2.5%
山形,135,7530,1.8%
福島,501,40014,1.3%
茨城,1561,16741,9.3%
栃木,638,54416,1.2%
群馬,1207,35606,3.4%
埼玉,8427,235202,3.6%
千葉,7008,163547,4.3%
東京,40939,760947,5.4%
神奈川,12559,254992,4.9%
新潟,331,22272,1.5%
富山,459,17114,2.7%
石川,853,21967,3.9%
福井,316,14684,2.2%
山梨,338,13556,2.5%
⾧野,718,31328,2.3%
岐阜,1072,33776,3.2%
静岡,1620,56892,2.8%
愛知,10112,135512,7.5%
三重,858,19848,4.3%
滋賀,783,27762,2.8%
京都,2663,65925,4.0%
大阪,20273,323566,6.3%
兵庫,5570,95654,5.8%
奈良,1141,32940,3.5%
和歌山,452,13463,3.4%
鳥取,58,16572,0.3%
島根,147,6772,2.2%
岡山,599,19205,3.1%
広島,838,34993,2.4%
山口,386,17013,2.3%
徳島,181,7826,2.3%
香川,143,17069,0.8%
愛媛,314,7104,4.4%
高知,152,3755,4.0%
福岡,5827,200689,2.9%
佐賀,309,9667,3.2%
⾧崎,271,26979,1.0%
熊本,1012,23912,4.2%
大分,295,27366,1.1%
宮崎,503,9765,5.2%
鹿児島,612,27472,2.2%
沖縄,4326,72779,5.9%
⾧崎船,149,0,-
合計,147155,3212877,4.6%
