都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,8718,150003,2425,27,6206,189
青森,295,6697,22,2,267,6
岩手,194,9451,93,2,98,3
宮城,1202,18866,158,5,1034,10
秋田,90,3668,14,0,75,1
山形,135,7530,33,1,101,1
福島,501,40014,54,5,441,6
茨城,1561,16741,359,12,1181,21
栃木,638,54416,103,7,535,2
群馬,1207,35606,186,2,988,21
埼玉,8427,235202,1166,31,7122,139
千葉,7008,163547,884,11,6037,87
東京,40939,760947,4037,70,36413,489
神奈川,12559,254992,1353,58,11011,195
新潟,331,22272,97,0,234,0
富山,459,17114,21,0,412,26
石川,853,21967,20,0,783,50
福井,316,14684,22,0,283,11
山梨,338,13556,35,2,294,9
⾧野,718,31328,104,0,587,6
岐阜,1072,33776,179,1,879,14
静岡,1620,56892,567,7,1042,11
愛知,10112,135512,1686,28,8307,119
三重,858,19848,213,7,638,7
滋賀,783,27762,76,1,698,9
京都,2663,65925,267,5,2359,37
大阪,20273,323566,4119,124,15815,320
兵庫,5570,95654,743,37,4747,80
奈良,1141,32940,197,5,932,12
和歌山,452,13463,73,9,363,6
鳥取,58,16572,5,0,52,0
島根,147,6772,6,0,141,0
岡山,599,19205,156,3,363,11
広島,838,34993,101,3,724,6
山口,386,17013,77,3,303,2
徳島,181,7826,9,1,164,9
香川,143,17069,20,0,121,2
愛媛,314,7104,148,4,160,6
高知,152,3755,5,0,143,4
福岡,5827,200689,331,5,5388,108
佐賀,309,9667,24,0,287,1
⾧崎,271,26979,20,0,249,3
熊本,1012,23912,64,6,921,13
大分,295,27366,89,1,203,3
宮崎,503,9765,95,2,408,1
鹿児島,612,27472,41,1,571,13
沖縄,4326,72779,403,5,3859,69
(その他),149,-,0,-,149,-
合計,147155,3212877,20900,493,124088,2138
