都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,13055,231206,1621,23,10988,439
青森,438,9291,51,2,380,7
岩手,379,13759,70,3,287,22
宮城,2069,24174,453,3,1602,14
秋田,125,4565,30,0,94,1
山形,369,10097,84,6,280,5
福島,896,55946,237,5,640,19
茨城,2338,18572,241,7,2061,36
栃木,1266,70920,310,9,956,6
群馬,2193,51715,311,11,1842,40
埼玉,13424,312054,2725,54,10500,199
千葉,10393,222862,1829,17,8450,114
東京,57040,975031,7495,81,48932,613
神奈川,19849,342311,2612,61,16977,260
新潟,505,27279,87,0,418,3
富山,542,21742,54,2,462,26
石川,1040,29071,113,6,880,50
福井,348,18822,17,2,320,11
山梨,525,14459,49,3,465,11
長野,1129,46746,121,3,1005,13
岐阜,2068,63198,438,9,1599,31
静岡,2580,88334,425,7,2117,38
愛知,15664,199918,2351,41,13118,195
三重,1237,29023,139,4,1082,16
滋賀,1101,36649,197,3,893,11
京都,4455,90765,1019,14,3431,47
大阪,29077,449377,3458,158,25062,557
兵庫,9324,134198,1140,48,8004,180
奈良,1912,47698,335,11,1555,22
和歌山,598,16309,21,4,559,7
鳥取,95,23602,28,1,65,0
島根,205,9344,30,2,175,0
岡山,1285,31723,384,8,762,13
広島,3010,73605,486,18,1652,23
山口,537,26760,103,4,427,3
徳島,195,15074,7,0,179,9
香川,288,23368,89,0,196,3
愛媛,431,12200,69,4,350,12
高知,634,5782,158,8,470,6
福岡,8292,258021,1303,13,6872,117
佐賀,450,14638,49,1,403,3
長崎,457,38000,193,2,311,3
熊本,1739,34504,172,5,1384,16
大分,639,40729,90,4,544,5
宮崎,715,12454,68,0,647,5
鹿児島,966,37656,110,2,856,13
沖縄,5220,87774,322,6,4822,81
(その他),149,-,0,-,149,-
合計,221246,4401325,31694,675,185223,3305
