都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,2590,71450,216,2,2266,108
青 森,138,3404,98,2,39,1
岩手,26,4984,3,0,23,0
宮城,538,12525,45,1,491,2
秋  田,61,2399,1,0,59,0
山形,81,5608,1,0,79,1
福島,374,26071,78,3,290,6
茨城,731,13484,29,2,684,18
栃木,473,34761,31,0,442,1
群馬,806,26941,48,5,730,19
埼玉,5476,170524,425,10,4948,103
千葉,4637,114416,329,9,4232,76
東京,29335,552912,1669,24,27227,439
神奈川,8100,182851,517,25,7429,154
新潟,180,17092,1,0,179,0
富山,422,14157,0,0,396,26
石川,795,15695,17,0,731,47
福井,256,10717,8,0,237,11
山梨,199,11301,0,0,193,6
⾧野,327,21561,8,1,319,4
岐阜,651,25391,16,1,625,10
静岡,583,40201,14,0,567,2
愛知,5713,91443,228,10,5394,91
三重,551,14854,15,0,529,7
滋賀,531,13450,16,0,506,9
京都,1934,49696,85,0,1820,29
大阪,11702,217762,473,19,10984,229
兵庫,3027,64611,119,17,2847,61
奈良,618,23550,21,2,588,9
和歌山,260,10021,11,1,242,4
鳥取,35,5567,0,0,35,0
島根,140,6066,0,0,140,0
岡山,185,8654,12,2,155,1
広島,651,26180,30,0,617,4
山口,210,11214,3,1,205,2
徳島,163,7304,14,0,140,9
香川,99,12691,3,0,94,2
愛媛,116,4274,1,0,109,6
高知,140,3591,1,0,135,4
福岡,5153,154248,66,5,4987,100
佐賀,253,6774,5,0,250,0
⾧崎,242,21126,0,0,236,3
熊本,754,18644,49,0,686,8
大分,159,19633,1,0,155,3
宮崎,366,8729,1,0,365,1
鹿児島,463,21588,10,0,453,12
沖縄,3012,49145,319,8,2641,56
(その他),149,-,0,-,149,-
合計,93405,2249260,5037,150,86648,1684
