都道府県名,陽性者数 検査人数,,%
北海道,16199,287756,5.6%
青森,660,12233,5.4%
岩手,483,18332,2.6%
宮城,3066,44586,6.9%
秋田,227,5939,3.8%
山形,453,12321,3.7%
福島,1518,73830,2.1%
茨城,4026,21534,18.7%
栃木,3384,92974,3.6%
群馬,3427,66688,5.1%
埼玉,21945,401016,5.5%
千葉,18565,274850,6.8%
東京,89188,1206896,7.4%
神奈川,35595,441582,8.1%
新潟,788,33866,2.3%
富山,815,28308,2.9%
石川,1373,37006,3.7%
福井,462,24345,1.9%
山梨,864,14741,5.9%
長野,2077,67978,3.1%
岐阜,3618,87953,4.1%
静岡,4029,125160,3.2%
愛知,21666,273561,7.9%
三重,1848,35367,5.2%
滋賀,1840,49527,3.7%
京都,7130,116099,6.1%
大阪,39557,581574,6.8%
兵庫,14170,176805,8.0%
奈良,2716,61204,4.4%
和歌山,928,19668,4.7%
鳥取,184,30737,0.6%
島根,239,10827,2.2%
岡山,2154,43188,5.0%
広島,4448,107047,4.2%
山口,986,35818,2.8%
徳島,311,18561,1.7%
香川,556,33443,1.7%
愛媛,866,19544,4.4%
高知,807,6576,12.3%
福岡,13823,328350,4.2%
佐賀,832,20064,4.1%
長崎,1302,50819,2.6%
熊本,3076,48014,6.4%
大分,955,56032,1.7%
宮崎,1650,20385,8.1%
鹿児島,1460,50329,2.9%
沖縄,6691,110000,6.1%
長崎船,149,0,-
合計,343106,5683433,6.0%
