都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,35406,647012,7326,60,26792,1025
青森,2212,42034,276,4,1908,28
岩手,1365,70349,159,2,1163,43
宮城,8755,140716,256,9,8403,82
秋田,750,13553,96,0,642,12
山形,1906,57266,227,5,1641,38
福島,4481,229004,345,20,4000,136
茨城,9478,32236,475,11,8860,143
栃木,6136,237567,327,8,5734,75
群馬,7638,162363,528,19,6980,130
埼玉,43034,855760,1981,51,40275,778
千葉,36507,595492,1119,26,34719,669
東京,157667,2234130,5367,71,150274,2026
神奈川,60175,905218,2152,78,57153,870
新潟,3095,137150,354,7,2705,36
富山,1773,61152,288,6,1450,35
石川,3596,84830,555,16,2941,99
福井,1027,58113,48,1,945,34
山梨,1480,41166,111,1,1352,19
長野,4664,172946,350,9,4300,76
岐阜,8421,229991,882,23,7386,153
静岡,8027,343167,744,5,7149,134
愛知,44803,669198,6236,88,37847,720
三重,4744,116606,436,16,4328,103
滋賀,4856,123725,434,9,4346,76
京都,15449,247545,1342,34,13980,203
大阪,98281,1746796,10957,401,84208,2190
兵庫,38945,445434,3105,95,34736,1120
奈良,7765,147637,499,25,7158,108
和歌山,2574,39375,133,38,2362,40
鳥取,459,71749,35,0,411,2
島根,512,24335,103,4,409,0
岡山,7029,108427,1386,30,5045,95
広島,9871,400161,1118,23,7708,119
山口,2790,98010,551,8,2181,58
徳島,1624,56924,102,2,1461,61
香川,1961,74651,210,5,1732,24
愛媛,2677,79836,101,4,2504,72
高知,1310,9119,154,4,1136,20
福岡,33116,725286,5087,80,27408,427
佐賀,2438,47856,226,6,2210,18
長崎,2836,109018,227,7,2547,62
熊本,5982,76309,811,26,5077,94
大分,3231,140528,518,6,2675,38
宮崎,2992,40322,261,4,2696,25
鹿児島,3177,98108,352,2,2798,29
沖縄,15441,210922,1910,64,13389,148
(その他),149,-,0,-,149,-
合計,722605,13259092,60260,1413,647273,12493
