都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,18080,337671,1204,10,16254,620
青森,744,15461,59,1,672,13
岩手,514,21220,22,1,463,29
宮城,3471,49295,162,7,3287,22
秋田,269,6756,35,0,230,4
山形,526,15793,56,1,457,13
福島,1778,91725,147,11,1575,56
茨城,5142,23780,526,16,4538,78
栃木,3881,113822,302,13,3524,55
群馬,4092,78856,379,12,3659,76
埼玉,26711,481323,3677,58,22625,409
千葉,23736,343060,4219,42,19217,300
東京,103845,1372936,7174,111,95648,1023
神奈川,42281,520223,1989,75,39748,544
新潟,953,38193,95,3,842,12
富山,880,32299,23,2,830,27
石川,1533,43387,114,1,1378,59
福井,521,27986,44,3,454,23
山梨,908,14741,25,3,868,15
長野,2335,86509,100,2,2226,39
岐阜,4431,111999,360,12,3990,81
静岡,4742,154697,348,3,4308,86
愛知,24623,333828,1790,48,22390,443
三重,2331,52085,319,14,1999,34
滋賀,2238,62060,220,6,1985,33
京都,8651,137085,989,7,7610,127
大阪,45076,685699,3254,149,40824,998
兵庫,17080,215147,1343,58,15293,444
奈良,3198,72095,256,7,2900,42
和歌山,1108,22633,74,7,997,15
鳥取,207,36013,18,1,183,2
島根,276,13515,22,0,254,0
岡山,2406,55878,143,5,2199,24
広島,4879,120841,187,8,4587,95
山口,1302,49814,201,0,1074,27
徳島,395,22854,31,3,349,15
香川,699,40035,100,1,582,17
愛媛,1013,27683,73,2,918,22
高知,862,6968,18,1,827,17
福岡,16434,389767,1924,38,14310,200
佐賀,978,25057,65,1,925,6
長崎,1543,60465,193,3,1302,35
熊本,3372,55010,173,15,3135,64
大分,1226,68959,132,1,1076,18
宮崎,1879,24027,132,4,1721,20
鹿児島,1669,58619,102,3,1554,19
沖縄,7842,131897,581,4,7174,92
(その他),149,-,0,-,149,-
合計,402809,6749766,33400,773,363110,6393
