都道府県名,陽性者数 検査人数,,%
北海道,18080,337671,5.4%
青森,744,15461,4.8%
岩手,514,21220,2.4%
宮城,3471,49295,7.0%
秋田,269,6756,4.0%
山形,526,15793,3.3%
福島,1778,91725,1.9%
茨城,5142,23780,21.6%
栃木,3881,113822,3.4%
群馬,4092,78856,5.2%
埼玉,26711,481323,5.5%
千葉,23736,343060,6.9%
東京,103845,1372936,7.6%
神奈川,42281,520223,8.1%
新潟,953,38193,2.5%
富山,880,32299,2.7%
石川,1533,43387,3.5%
福井,521,27986,1.9%
山梨,908,14741,6.2%
長野,2335,86509,2.7%
岐阜,4431,111999,4.0%
静岡,4742,154697,3.1%
愛知,24623,333828,7.4%
三重,2331,52085,4.5%
滋賀,2238,62060,3.6%
京都,8651,137085,6.3%
大阪,45076,685699,6.6%
兵庫,17080,215147,7.9%
奈良,3198,72095,4.4%
和歌山,1108,22633,4.9%
鳥取,207,36013,0.6%
島根,276,13515,2.0%
岡山,2406,55878,4.3%
広島,4879,120841,4.0%
山口,1302,49814,2.6%
徳島,395,22854,1.7%
香川,699,40035,1.7%
愛媛,1013,27683,3.7%
高知,862,6968,12.4%
福岡,16434,389767,4.2%
佐賀,978,25057,3.9%
長崎,1543,60465,2.6%
熊本,3372,55010,6.1%
大分,1226,68959,1.8%
宮崎,1879,24027,7.8%
鹿児島,1669,58619,2.8%
沖縄,7842,131897,5.9%
長崎船,149,0,-
合計,402809,6749766,6.0%
