都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,5494,108980,1842,18,3525,127
青 森,279,6182,32,2,241,6
岩手,75,6491,46,0,29,0
宮城,988,16359,173,4,807,8
秋  田,73,2872,7,1,66,0
山形,98,7037,13,0,84,1
福島,438,35528,40,5,392,6
茨城,977,14972,160,3,799,18
栃木,517,48552,26,4,491,2
群馬,961,33002,43,2,893,20
埼玉,6908,208239,812,13,5975,121
千葉,5858,146179,584,7,5190,84
東京,34931,673255,2755,40,31704,472
神奈川,10216,225019,969,35,9065,182
新潟,226,19877,41,0,185,0
富山,428,15472,4,0,398,26
石川,830,19744,12,0,769,49
福井,274,12283,16,0,247,11
山梨,283,12678,54,2,223,6
⾧野,471,26206,117,0,353,6
岐阜,823,29514,103,0,707,13
静岡,894,48984,178,2,712,4
愛知,7701,114785,1111,15,6490,100
三重,621,17127,40,4,574,7
滋賀,672,14966,85,0,578,9
京都,2296,57297,161,2,2101,34
大阪,15494,272190,1796,72,13416,264
兵庫,3974,78033,410,19,3492,72
奈良,858,28118,156,3,691,11
和歌山,333,11350,41,3,282,4
鳥取,52,6145,11,0,41,0
島根,141,6354,0,0,141,0
岡山,399,14762,80,1,258,10
広島,701,30258,29,1,658,5
山口,267,12510,49,2,215,2
徳島,171,7665,5,1,158,9
香川,115,15083,12,0,101,2
愛媛,130,4643,13,0,111,6
高知,144,3690,0,0,140,4
福岡,5387,180556,99,4,5184,104
佐賀,279,8136,11,0,269,1
⾧崎,251,24657,5,0,242,3
熊本,915,21896,60,3,820,10
大分,168,23108,7,0,158,3
宮崎,374,8836,3,1,371,1
鹿児島,558,24895,45,0,512,13
沖縄,3768,65248,308,3,3399,66
(その他),149,-,0,-,149,-
合計,117960,2769733,12564,272,103406,1902
