都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,19277,388924,534,5,18024,689
青森,818,17670,23,1,775,20
岩手,554,27577,2,0,522,30
宮城,3691,69863,137,4,3529,25
秋田,269,7096,1,0,262,6
山形,543,27811,12,0,516,15
福島,2041,116346,180,8,1785,76
茨城,5897,24991,341,5,5440,116
栃木,4131,128642,103,1,3961,67
群馬,4566,96244,201,5,4279,86
埼玉,29730,563396,1268,42,27865,597
千葉,26880,420597,1369,21,25044,467
東京,112624,1566403,2939,51,108243,1442
神奈川,45312,609562,1044,27,43573,695
新潟,1095,45666,71,1,1009,15
富山,905,36988,7,1,870,28
石川,1873,52792,109,7,1722,62
福井,545,32472,3,0,517,25
山梨,941,25903,6,0,918,17
長野,2364,100741,12,0,2343,41
岐阜,4756,138371,130,8,4514,112
静岡,5199,204892,183,0,4922,94
愛知,25980,410090,575,32,24874,531
三重,2549,63656,117,6,2454,56
滋賀,2524,75182,153,4,2324,47
京都,9076,158431,163,2,8769,157
大阪,47439,812914,981,79,44917,1128
兵庫,18073,253482,351,40,17173,549
奈良,3377,83787,60,5,3270,47
和歌山,1166,24651,11,1,1113,18
鳥取,210,42025,3,0,202,2
島根,284,16183,3,0,281,0
岡山,2496,66389,53,2,2389,32
広島,5033,165220,34,3,4892,102
山口,1385,60724,44,0,1301,40
徳島,457,27063,26,2,415,16
香川,756,45439,17,0,721,18
愛媛,1065,32650,32,2,1010,23
高知,896,7116,13,1,866,17
福岡,18134,451896,485,16,17346,303
佐賀,1072,28616,52,1,1031,8
長崎,1612,68588,18,0,1557,37
熊本,3450,56893,31,2,3347,72
大分,1296,81551,22,0,1253,21
宮崎,1953,24753,16,1,1930,21
鹿児島,1762,68286,24,1,1738,27
沖縄,8263,147531,285,1,7863,120
(その他),149,-,0,-,149,-
合計,434468,7976063,12244,388,413818,8117
