都道府県名,陽性者数 検査人数,,%
北海道,19277,388924,5.0%
青森,818,17670,4.6%
岩手,554,27577,2.0%
宮城,3691,69863,5.3%
秋田,269,7096,3.8%
山形,543,27811,2.0%
福島,2041,116346,1.8%
茨城,5897,24991,23.6%
栃木,4131,128642,3.2%
群馬,4566,96244,4.7%
埼玉,29730,563396,5.3%
千葉,26880,420597,6.4%
東京,112624,1566403,7.2%
神奈川,45312,609562,7.4%
新潟,1095,45666,2.4%
富山,905,36988,2.4%
石川,1873,52792,3.5%
福井,545,32472,1.7%
山梨,941,25903,3.6%
長野,2364,100741,2.3%
岐阜,4756,138371,3.4%
静岡,5199,204892,2.5%
愛知,25980,410090,6.3%
三重,2549,63656,4.0%
滋賀,2524,75182,3.4%
京都,9076,158431,5.7%
大阪,47439,812914,5.8%
兵庫,18073,253482,7.1%
奈良,3377,83787,4.0%
和歌山,1166,24651,4.7%
鳥取,210,42025,0.5%
島根,284,16183,1.8%
岡山,2496,66389,3.8%
広島,5033,165220,3.0%
山口,1385,60724,2.3%
徳島,457,27063,1.7%
香川,756,45439,1.7%
愛媛,1065,32650,3.3%
高知,896,7116,12.6%
福岡,18134,451896,4.0%
佐賀,1072,28616,3.7%
長崎,1612,68588,2.4%
熊本,3450,56893,6.1%
大分,1296,81551,1.6%
宮崎,1953,24753,7.9%
鹿児島,1762,68286,2.6%
沖縄,8263,147531,5.6%
長崎船,149,0,-
合計,434468,7976063,5.4%
