都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,29345,584945,4327,31,23653,927
青森,1926,37785,325,4,1574,27
岩手,1178,64488,191,3,948,39
宮城,8490,128727,409,13,7994,75
秋田,669,12270,159,0,501,9
山形,1681,51802,162,5,1482,37
福島,4153,207480,622,24,3401,130
茨城,8884,31283,529,16,8218,137
栃木,5782,227305,338,4,5370,74
群馬,7087,150903,734,16,6241,111
埼玉,41094,811836,2835,48,37501,758
千葉,35211,578101,1439,20,33119,653
東京,150925,2137999,7506,84,141479,1940
神奈川,57249,861075,2340,54,54060,849
新潟,2773,123456,390,4,2356,27
富山,1465,55720,131,5,1302,32
石川,3129,77438,613,17,2421,93
福井,978,54216,78,0,866,34
山梨,1376,36365,136,1,1223,19
長野,4228,158481,327,9,3884,72
岐阜,7327,210027,1075,13,6110,142
静岡,7231,319923,736,7,6365,130
愛知,39009,609769,5233,64,33114,662
三重,4361,109813,557,11,3814,96
滋賀,4408,114534,580,8,3759,69
京都,14232,232724,1468,29,12636,196
大阪,93370,1611512,20373,375,70187,1901
兵庫,36671,417759,4529,95,31302,840
奈良,7277,138260,809,23,6372,96
和歌山,2454,36777,211,45,2170,35
鳥取,423,67483,44,1,365,2
島根,414,21314,43,1,371,0
岡山,5780,108427,1308,26,4071,68
広島,7736,321772,864,15,6129,112
山口,2337,92132,477,7,1809,51
徳島,1549,49860,187,6,1308,54
香川,1743,68950,405,3,1319,24
愛媛,2601,73470,218,7,2319,64
高知,1144,8642,46,3,1078,20
福岡,29216,668620,5303,68,23061,384
佐賀,2169,44162,393,3,1710,15
長崎,2678,101836,528,16,2105,48
熊本,5116,70545,853,22,4179,84
大分,2768,128104,632,5,1978,32
宮崎,2764,36174,461,5,2269,25
鹿児島,2808,91183,479,3,2283,28
沖縄,13621,201879,1357,12,12130,140
(その他),149,-,0,-,149,-
合計,668979,12347326,72760,1231,582055,11361
