都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,22381,492852,964,24,20567,801
青森,1305,29291,175,0,1100,20
岩手,779,52283,50,1,698,31
宮城,7580,110208,970,21,6545,46
秋田,367,9023,53,0,305,9
山形,1331,41557,250,4,1054,27
福島,2985,170846,263,12,2604,118
茨城,7432,28311,415,8,6888,129
栃木,5068,189656,191,2,4807,70
群馬,5481,126060,288,7,5091,102
埼玉,35452,706528,1747,35,32977,728
千葉,31608,514815,1162,12,29846,600
東京,130083,1897539,4845,45,123391,1847
神奈川,50879,752210,1527,28,48552,800
新潟,1939,95520,329,3,1592,18
富山,1144,45854,141,2,974,29
石川,2182,65861,193,11,1921,66
福井,729,41663,98,2,600,31
山梨,1057,33554,53,1,985,19
長野,3505,132835,398,2,3070,52
岐阜,5350,174401,267,4,4954,129
静岡,6147,270275,285,3,5741,121
愛知,29987,508020,2014,11,27361,612
三重,3174,86936,311,12,2881,74
滋賀,3204,97227,312,2,2832,60
京都,10616,192691,754,9,9710,176
大阪,67972,1246716,13239,286,52853,1269
兵庫,25334,339305,3974,80,20736,624
奈良,5079,109994,854,21,4164,61
和歌山,1778,30171,312,41,1419,19
鳥取,334,56541,84,0,235,2
島根,297,18895,9,0,288,0
岡山,3214,84188,246,4,2742,35
広島,5406,201024,134,0,5150,107
山口,1553,74020,114,0,1396,43
徳島,903,37102,281,6,596,26
香川,1061,57406,127,3,918,19
愛媛,1955,51897,353,8,1575,27
高知,963,7581,19,1,925,19
福岡,20132,550923,903,10,18885,344
佐賀,1337,34744,88,0,1256,13
長崎,1769,85369,126,0,1604,39
熊本,3591,59656,67,3,3450,74
大分,1378,101253,43,1,1313,22
宮崎,2043,27504,68,0,1943,22
鹿児島,1964,77595,67,1,1886,28
沖縄,11489,178411,1262,12,10103,130
(その他),149,-,0,-,149,-
合計,531466,10296311,40425,738,480632,9638
