都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,10163,173120,2261,26,7640,262
青森,345,7496,53,2,286,6
岩手,224,10258,57,4,161,6
宮城,1319,20230,150,3,1158,11
秋田,90,3733,2,0,87,1
山形,186,8531,56,1,129,1
福島,548,42464,63,5,477,8
茨城,1878,17536,370,18,1484,24
栃木,782,57351,183,11,599,2
群馬,1433,39971,249,7,1129,23
埼玉,9583,252336,1598,26,7825,160
千葉,7599,175488,780,15,6724,95
東京,44355,816435,4274,60,39558,523
神奈川,13855,272325,1431,62,12207,217
新潟,363,23497,79,0,284,0
富山,462,18199,6,2,430,26
石川,879,23696,31,0,798,50
福井,326,16140,17,2,298,11
山梨,429,13914,89,0,331,9
⾧野,838,34537,108,4,695,6
岐阜,1300,45207,268,1,1017,15
静岡,1988,63637,616,13,1353,19
愛知,11438,143982,1890,30,9414,134
三重,967,22079,178,6,779,10
滋賀,832,29557,62,2,759,11
京都,2884,70833,290,8,2561,39
大阪,22993,357109,4190,146,18413,371
兵庫,6547,105709,825,40,5623,99
奈良,1351,36543,260,8,1078,13
和歌山,516,14303,65,5,433,7
鳥取,65,18758,8,0,56,0
島根,158,7158,12,0,146,0
岡山,678,20802,140,5,468,11
広島,1128,39067,225,6,820,7
山口,418,19028,52,3,360,2
徳島,186,13518,6,1,170,9
香川,174,18512,42,0,129,3
愛媛,352,8593,86,3,259,6
高知,263,4223,88,0,156,4
福岡,6125,214039,418,11,5598,109
佐賀,347,10755,43,0,305,2
⾧崎,276,28610,11,0,264,3
熊本,1111,26758,79,8,986,13
大分,418,31001,144,2,271,3
宮崎,568,10600,95,1,474,1
鹿児島,701,28832,82,1,619,13
沖縄,4613,76622,380,7,4164,74
(その他),149,-,0,-,149,-
合計,164203,3493092,22412,555,139124,2419
