都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,18327,346126,1022,15,16694,630
青森,794,15881,81,0,698,15
岩手,519,22098,22,1,468,29
宮城,3488,49597,106,6,3359,23
秋田,269,6878,30,0,234,5
山形,531,16351,36,0,481,14
福島,1805,95314,129,9,1617,59
茨城,5293,24220,487,15,4719,87
栃木,3927,115994,235,10,3635,57
群馬,4200,82684,335,10,3786,79
埼玉,27345,495551,3079,47,23817,449
千葉,24261,362807,2883,36,21049,329
東京,105458,1403828,5800,103,98559,1099
神奈川,42897,536389,1687,56,40620,590
新潟,986,39174,90,1,883,13
富山,884,33203,18,3,839,27
石川,1621,45067,206,1,1408,60
福井,528,28864,30,2,474,24
山梨,918,14741,19,2,884,15
長野,2345,90063,75,1,2261,39
岐阜,4524,117483,322,13,4115,87
静岡,4801,171062,234,2,4476,91
愛知,24936,347169,1467,42,23004,465
三重,2361,52085,231,12,2090,40
滋賀,2284,63427,185,6,2064,35
京都,8798,141570,821,5,7912,139
大阪,45618,703933,2777,141,41804,1037
兵庫,17324,229394,1010,67,15851,463
奈良,3238,74734,185,6,3011,42
和歌山,1129,23123,61,8,1030,16
鳥取,207,37118,17,0,185,2
島根,280,13515,10,1,270,0
岡山,2428,55878,143,5,2199,24
広島,4915,139356,128,6,4679,98
山口,1344,52858,184,0,1127,33
徳島,419,23562,30,3,362,15
香川,715,41274,79,1,619,17
愛媛,1026,27910,55,1,949,22
高知,868,6984,15,1,836,17
福岡,17066,401363,1601,35,15240,225
佐賀,993,25836,52,1,954,6
長崎,1569,62247,135,2,1387,35
熊本,3392,55410,109,15,3209,66
大分,1249,71891,105,0,1126,18
宮崎,1906,24309,104,3,1775,20
鹿児島,1685,61000,84,3,1591,19
沖縄,7944,135314,479,4,7373,97
(その他),149,-,0,-,149,-
合計,409564,6984635,26993,701,375872,6772
