都道府県名,陽性者数 検査人数,,%
北海道,18327,346126,5.3%
青森,794,15881,5.0%
岩手,519,22098,2.3%
宮城,3488,49597,7.0%
秋田,269,6878,3.9%
山形,531,16351,3.2%
福島,1805,95314,1.9%
茨城,5293,24220,21.9%
栃木,3927,115994,3.4%
群馬,4200,82684,5.1%
埼玉,27345,495551,5.5%
千葉,24261,362807,6.7%
東京,105458,1403828,7.5%
神奈川,42897,536389,8.0%
新潟,986,39174,2.5%
富山,884,33203,2.7%
石川,1621,45067,3.6%
福井,528,28864,1.8%
山梨,918,14741,6.2%
長野,2345,90063,2.6%
岐阜,4524,117483,3.9%
静岡,4801,171062,2.8%
愛知,24936,347169,7.2%
三重,2361,52085,4.5%
滋賀,2284,63427,3.6%
京都,8798,141570,6.2%
大阪,45618,703933,6.5%
兵庫,17324,229394,7.6%
奈良,3238,74734,4.3%
和歌山,1129,23123,4.9%
鳥取,207,37118,0.6%
島根,280,13515,2.1%
岡山,2428,55878,4.3%
広島,4915,139356,3.5%
山口,1344,52858,2.5%
徳島,419,23562,1.8%
香川,715,41274,1.7%
愛媛,1026,27910,3.7%
高知,868,6984,12.4%
福岡,17066,401363,4.3%
佐賀,993,25836,3.8%
長崎,1569,62247,2.5%
熊本,3392,55410,6.1%
大分,1249,71891,1.7%
宮崎,1906,24309,7.8%
鹿児島,1685,61000,2.8%
沖縄,7944,135314,5.9%
長崎船,149,0,-
合計,409564,6984635,5.9%
